,primaryTitle,startYear,genres,averageRating,numVotes
438,Get Me Roger Stone,2017.0,Biography Documentary,7.4,6669
439,Veda - Atatürk,2010.0,Biography Drama History,7.2,6640
440,An Angel at My Table,1990.0,Biography Drama,7.5,6636
441,See You in Montevideo,2014.0,Adventure Biography Comedy,8.2,6610
442,Red Army,2014.0,Biography Documentary History,7.6,6598
443,My Name Ain't Johnny,2008.0,Biography Crime Drama,7.2,6595
444,Tous les matins du monde,1991.0,Biography Drama History,7.5,6587
445,Without Limits,1998.0,Biography Drama Sport,7.2,6569
446,Whitney,2018.0,Biography Documentary Music,7.3,6568
447,Assembly,2007.0,Action Biography Drama,7.3,6526
448,Sybil,1976.0,Biography Drama,8.0,6416
449,Danton,1983.0,Biography Drama History,7.5,6384
450,Tarnation,2003.0,Biography Documentary,7.1,6376
451,McQueen,2018.0,Biography Documentary,7.8,6301
452,Avicii: True Stories,2017.0,Biography Documentary Music,7.6,6246
453,Unsolved: The Murders of Tupac and the Notorious B.I.G.,2018.0,Biography Crime,7.9,6242
454,Riphagen,2016.0,Biography Drama War,7.1,6207
455,Elizabeth I,2005.0,Biography Drama History,7.9,6195
456,Camille Claudel,1988.0,Biography Drama History,7.3,6139
457,Lady Jane,1986.0,Biography Drama History,7.1,6104
458,Aimee & Jaguar,1999.0,Biography Drama Romance,7.2,6083
459,I Am Heath Ledger,2017.0,Biography Documentary,7.4,6080
460,Michael the Brave,1971.0,Action Biography Drama,8.4,6072
461,John Rabe,2009.0,Biography Drama History,7.2,6051
462,A Woman in Berlin,2008.0,Biography Drama History,7.1,6007
463,My All-American,2015.0,Biography Drama Sport,7.2,5984
464,My Father's Glory,1990.0,Adventure Biography Drama,7.6,5977
465,Borgia,2011.0,Biography Drama History,7.8,5964
466,Aligarh,2015.0,Biography Drama,7.8,5931
467,Molière,2007.0,Biography Comedy,7.2,5913
468,Bogowie,2014.0,Biography Drama,7.7,5902
469,Leto,2018.0,Biography Music Romance,7.3,5898
470,Sour Apples,2016.0,Biography Comedy Drama,7.2,5883
471,Trust,2018.0,Biography Crime Drama,7.5,5883
472,Best of Enemies: Buckley vs. Vidal,2015.0,Biography Documentary History,7.6,5867
473,Séraphine,2008.0,Biography Drama,7.4,5825
474,Marina Abramovic: The Artist Is Present,2012.0,Biography Documentary History,7.9,5808
475,The Dark Horse,2014.0,Biography Drama,7.5,5776
476,Little Dieter Needs to Fly,1997.0,Biography Documentary Drama,8.0,5722
477,The Filth and the Fury,2000.0,Biography Documentary Music,7.7,5586
478,Music Within,2007.0,Biography Comedy Drama,7.3,5569
479,The Times of Harvey Milk,1984.0,Biography Documentary History,8.3,5559
480,Bose: Dead/Alive,2017.0,Biography History Mystery,8.8,5553
481,Prick Up Your Ears,1987.0,Biography Drama,7.3,5538
482,Another Country,1984.0,Biography Drama History,7.1,5365
483,The U.S. vs. John Lennon,2006.0,Biography Documentary Music,7.3,5362
484,The Seven Five,2014.0,Biography Crime Documentary,7.6,5315
485,Mr. Death: The Rise and Fall of Fred A. Leuchter  Jr.,1999.0,Biography Documentary,7.5,5310
486,Mrs. Wilson,2018.0,Biography Drama Mystery,7.4,5302
487,Adolf Hitler: The Greatest Story Never Told,2013.0,Biography Documentary History,7.5,5231
488,One Hundred Steps,2000.0,Biography Crime Drama,7.6,5224
489,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019.0,Biography Documentary History,7.6,5195
490,A Brief History of Time,1991.0,Biography Documentary,7.3,5168
491,Bill Cunningham: New York,2010.0,Biography Documentary History,7.9,5155
492,More Than a Game,2008.0,Biography Documentary Sport,7.6,5138
493,Legend No. 17,2013.0,Biography Drama Sport,7.5,5120
494,Electric Boogaloo: The Wild  Untold Story of Cannon Films,2014.0,Biography Documentary History,7.4,5119
495,Dear Basketball,2017.0,Animation Biography Short,7.4,5111
496,Team Foxcatcher,2016.0,Biography Crime Documentary,7.3,5103
497,A Confession,2019.0,Biography Crime Drama,7.5,5077
498,David Lynch: The Art Life,2016.0,Biography Documentary,7.2,5069
499,100 Meters,2016.0,Biography Comedy Drama,7.5,5047
500,The Rocket,2005.0,Biography Drama Sport,7.6,5027
501,Pierrepoint: The Last Hangman,2005.0,Biography Crime Drama,7.4,5000
502,Queen,2019.0,Biography Drama History,9.2,4989
503,Janis: Little Girl Blue,2015.0,Biography Documentary Music,7.4,4983
504,Endless Poetry,2016.0,Biography Drama Fantasy,7.6,4982
505,De Palma,2015.0,Biography Documentary,7.4,4905
506,Becoming Astrid,2018.0,Biography Drama,7.1,4891
507,Dickinson,2019.0,Biography Comedy Drama,7.3,4882
508,Anne Frank: The Whole Story,2001.0,Biography Drama War,8.0,4772
509,Good Vibrations,2012.0,Biography Drama Music,7.2,4761
510,My Mother's Castle,1990.0,Adventure Biography Comedy,7.6,4759
511,American: The Bill Hicks Story,2009.0,Animation Biography Comedy,7.8,4756
512,Fosse/Verdon,2019.0,Biography Drama Music,7.9,4755
513,Iruvar,1997.0,Biography Drama,8.5,4735
514,Casanova,2005.0,Biography Comedy Drama,7.9,4733
515,Shut Up & Sing,2006.0,Biography Documentary Music,7.6,4718
516,The People Vs. Fritz Bauer,2015.0,Biography Drama Thriller,7.1,4705
517,A Bag of Marbles,2017.0,Biography Drama History,7.3,4701
518,Baadasssss!,2003.0,Biography Drama,7.3,4699
519,Twinsters,2015.0,Biography Documentary Family,7.5,4670
520,The Crash Reel,2013.0,Biography Documentary Sport,8.2,4662
521,Bound for Glory,1976.0,Biography Drama Music,7.3,4645
522,Winnebago Man,2009.0,Biography Comedy Documentary,7.2,4601
523,Imagine: John Lennon,1988.0,Biography Documentary Music,7.9,4590
524,Unconditional,2012.0,Biography Crime Drama,7.2,4580
525,Ennu Ninte Moideen,2015.0,Biography Drama Romance,8.0,4574
526,Fleming,2014.0,Biography Drama Romance,7.3,4563
527,The Fencer,2015.0,Biography Drama History,7.1,4563
528,The Tillman Story,2010.0,Biography Documentary Mystery,7.7,4538
529,Greater,2016.0,Biography Family Sport,7.3,4494
530,Jane,2017.0,Biography Documentary,7.8,4494
531,Cutie and the Boxer,2013.0,Biography Documentary,7.2,4478
532,Soorma,2018.0,Biography Drama Sport,7.4,4449
533,Ludwig,1973.0,Biography Drama History,7.6,4412
534,Manufacturing Consent: Noam Chomsky and the Media,1992.0,Biography Documentary War,8.2,4396
535,Nicholas and Alexandra,1971.0,Biography Drama History,7.2,4391
536,Brian Banks,2018.0,Biography Drama Sport,7.2,4362
537,Bandit Queen,1994.0,Biography Crime Drama,7.6,4359
538,My Blind Date with Life,2017.0,Biography Comedy Drama,7.1,4355
539,The First Grader,2010.0,Biography Drama Romance,7.4,4354
540,Conor McGregor: Notorious,2017.0,Biography Documentary Sport,7.2,4299
541,I Am Greta,2020.0,Biography Documentary,7.7,4275
542,Beastie Boys Story,2020.0,Biography Documentary Music,7.8,4264
543,Balzac and the Little Chinese Seamstress,2002.0,Biography Drama Romance,7.2,4256
544,A Man Called Ahok,2018.0,Biography Drama,8.7,4253
545,30 for 30,2009.0,Biography Documentary History,8.8,4246
546,Sarbjit,2016.0,Biography Drama,7.3,4240
547,Sweet Dreams,1985.0,Biography Drama Music,7.1,4186
548,Iris,2014.0,Biography Documentary History,7.2,4166
549,Rush: Beyond the Lighted Stage,2010.0,Biography Documentary Music,8.4,4152
550,Brother Sun  Sister Moon,1972.0,Biography Drama History,7.2,4135
551,The Heist of the Century,2020.0,Biography Comedy Crime,7.2,4129
552,Napoléon,2002.0,Adventure Biography Drama,7.4,4110
553,The Enfield Haunting,2015.0,Biography Drama Horror,7.1,4098
554,Selam: Bahara Yolculuk,2015.0,Biography Drama History,7.8,4090
555,Rangbaaz,2018.0,Action Biography Crime,8.4,4057
556,Bingo: The King of the Mornings,2017.0,Biography Comedy Drama,8.0,4056
557,The Return of Martin Guerre,1982.0,Biography Crime Drama,7.4,4021
558,The Temptations,1998.0,Biography Drama Music,8.5,4007
559,The Naked Director,2019.0,Biography Drama,7.8,4002
560,The Happiest Day in the Life of Olli Maki,2016.0,Biography Drama Romance,7.2,3998
561,House of Saddam,2008.0,Biography Drama History,7.5,3991
562,Farouk Omar,2012.0,Biography Drama History,9.1,3990
563,Pablo Escobar: El Patrón del Mal,2012.0,Biography Crime Drama,8.5,3985
564,Saand Ki Aankh,2019.0,Biography Drama,7.8,3934
565,Mary  Queen of Scots,1971.0,Biography Drama History,7.2,3931
566,Felix Manalo,2015.0,Biography,7.8,3886
567,Rakhta Charitra,2010.0,Action Biography Crime,7.6,3862
568,Daens,1992.0,Biography Drama History,7.5,3841
569,For the Love of Spock,2016.0,Biography Documentary,7.6,3837
570,The Putin Interviews,2017.0,Biography Documentary,7.5,3837
571,Five Came Back,2017.0,Biography Documentary History,8.3,3787
572,Williams,2017.0,Biography Documentary Sport,7.6,3783
573,My Brilliant Career,1979.0,Biography Drama Romance,7.1,3758
574,Lady Sings the Blues,1972.0,Biography Drama Music,7.1,3752
575,Joe Strummer: The Future Is Unwritten,2007.0,Biography Documentary Music,7.6,3750
576,Iverson,2014.0,Biography Documentary Sport,7.1,3727
577,Manhunt,2019.0,Biography Crime Drama,7.4,3700
578,Maidentrip,2013.0,Adventure Biography Documentary,7.5,3681
579,Padre Padrone,1977.0,Biography Drama,7.4,3671
580,The Murders at White House Farm,2020.0,Biography Crime Drama,7.4,3658
581,Manto,2018.0,Biography Drama,7.4,3653
582,Messi,2014.0,Biography Documentary Sport,7.3,3605
583,Joan Rivers: A Piece of Work,2010.0,Biography Comedy Documentary,7.4,3582
584,Elvis,2005.0,Biography Drama Music,7.3,3558
585,I Am Ali,2014.0,Biography Documentary Sport,7.2,3555
586,Accused,2014.0,Biography Crime Drama,7.1,3554
587,End of the Century,2003.0,Biography Documentary Music,8.0,3552
588,Trump: An American Dream,2017.0,Biography Documentary,7.2,3544
589,Z: The Beginning of Everything,2015.0,Biography Drama,7.1,3543
590,Quincy,2018.0,Biography Documentary,7.6,3542
591,Thirty Two Short Films About Glenn Gould,1993.0,Biography Drama Music,7.4,3531
592,A Band Called Death,2012.0,Biography Documentary Music,7.5,3531
593,The Men Who Built America,2012.0,Biography Documentary History,8.6,3526
594,The Last Family,2016.0,Biography Drama,7.5,3509
595,Muscle Shoals,2013.0,Biography Documentary History,7.7,3481
596,The Great Train Robbery,2013.0,Biography Crime Drama,7.4,3444
597,Marwencol,2010.0,Biography Documentary Fantasy,7.6,3403
598,Is the Man Who Is Tall Happy?,2013.0,Animation Biography Documentary,7.1,3375
599,Marina,2013.0,Biography Drama Music,7.2,3359
600,Facing Ali,2009.0,Biography Documentary Sport,8.0,3356
601,Nanking,2007.0,Biography History War,7.6,3349
602,Queen of the Mountains,2014.0,Action Biography Drama,7.3,3346
603,Bukowski: Born into This,2003.0,Biography Documentary,7.9,3341
604,The Beaches of Agnès,2008.0,Biography Documentary,8.0,3329
605,Antarctica: A Year on Ice,2013.0,Adventure Biography Documentary,7.6,3321
606,Bombshell: The Hedy Lamarr Story,2017.0,Biography Documentary History,7.4,3294
607,The Last Man on the Moon,2014.0,Adventure Biography Documentary,7.4,3272
608,Yatra,2018.0,Biography Drama Romance,8.2,3255
609,Il capo dei capi,2007.0,Biography Crime Drama,8.5,3243
610,Gangland Undercover,2015.0,Biography Crime Drama,8.2,3231
611,Wu-Tang: An American Saga,2019.0,Biography Drama,8.2,3224
612,The Keeper,2018.0,Biography Drama Romance,7.2,3212
613,Three Girls,2017.0,Biography Crime Drama,8.2,3200
614,Be Here Now,2015.0,Biography Documentary Drama,8.6,3200
615,I Am Chris Farley,2015.0,Biography Documentary,7.5,3186
616,Only the Dead,2015.0,Biography Documentary History,7.7,3182
617,Swimming Upstream,2003.0,Biography Drama Sport,7.1,3179
618,The Harmonists,1997.0,Biography Drama Music,7.1,3177
619,Supermensch,2013.0,Biography Documentary Music,7.4,3152
620,The Visual Bible: The Gospel of John,2003.0,Biography Drama History,7.7,3150
621,I Am Bolt,2016.0,Biography Documentary Sport,7.1,3129
622,Salvador (Puig Antich),2006.0,Biography Drama History,7.3,3127
623,All This Mayhem,2014.0,Biography Documentary History,7.9,3117
624,Beautiful Boxer,2004.0,Action Biography Drama,7.1,3096
625,The Jacksons: An American Dream,1992.0,Biography Drama Music,7.5,3096
626,The Great Jang-Geum,2003.0,Biography Drama History,8.5,3086
627,Karenjit Kaur - The Untold Story of Sunny Leone,2018.0,Biography Drama,7.7,3080
628,My Architect,2003.0,Biography Documentary,7.4,3069
629,If a Tree Falls: A Story of the Earth Liberation Front,2011.0,Biography Crime Documentary,7.2,3064
630,The Island,2007.0,Action Biography Drama,7.7,3063
631,The Art of Loving: Story of Michalina Wislocka,2017.0,Biography Comedy Drama,7.1,3054
632,Prophet Joseph,2008.0,Biography Drama History,7.2,2964
633,Tab Hunter Confidential,2015.0,Biography Documentary,7.7,2935
634,The Best Intentions,1992.0,Biography Drama Romance,7.8,2933
635,A Home of Our Own,1993.0,Biography Drama,7.1,2926
636,Harley and the Davidsons,2016.0,Biography,8.2,2925
637,Hitler's Circle of Evil,2018.0,Biography Documentary History,8.0,2917
638,For Life,2020.0,Biography Crime Drama,7.6,2879
639,Shaka Zulu,1986.0,Action Biography Drama,7.7,2872
640,All About Me,2018.0,Biography Comedy Drama,7.4,2870
641,Hated: GG Allin & the Murder Junkies,1993.0,Biography Documentary Music,7.3,2868
642,The Long Day Closes,1992.0,Biography Drama,7.4,2844
643,The Diary of Anne Frank,2009.0,Biography Drama History,7.5,2844
644,Mokhtarnameh,2010.0,Biography Drama History,7.5,2819
645,The Resurrection of Jake the Snake,2015.0,Biography Documentary Drama,7.9,2818
646,Nas: Time Is Illmatic,2014.0,Biography Documentary History,7.1,2816
647,Luis Miguel: The Series,2018.0,Biography Drama History,8.1,2808
648,Angels of the Universe,2000.0,Biography Drama,7.5,2803
649,Superstar: The Karen Carpenter Story,1988.0,Biography Drama Music,7.8,2798
650,Stop at Nothing: The Lance Armstrong Story,2014.0,Biography Documentary Sport,7.5,2788
651,Eftihia,2019.0,Biography,8.1,2768
652,The Virgin Queen,2005.0,Biography Drama History,7.6,2753
653,Ryan,2004.0,Animation Biography Documentary,7.5,2746
654,Sacco & Vanzetti,1971.0,Biography Crime Drama,7.8,2743
655,Filmworker,2017.0,Biography Documentary,7.4,2726
656,The Punk Singer,2013.0,Biography Documentary Music,7.4,2713
657,Van Gogh,1991.0,Biography Drama,7.2,2708
658,Jinnah,1998.0,Biography Drama War,8.0,2688
659,Colonel Redl,1985.0,Biography Drama History,7.6,2681
660,Secret Honor,1984.0,Biography Comedy Drama,7.3,2662
661,Madame Satã,2002.0,Biography Crime Drama,7.1,2656
662,Ekvtime: Man of God,2018.0,Biography Drama History,8.9,2655
663,Rembetiko,1983.0,Biography Drama History,8.2,2639
664,Dancer,2016.0,Biography Documentary,7.9,2636
665,Klitschko,2011.0,Biography Documentary Sport,7.7,2622
666,The Long Road Home,2017.0,Action Biography Drama,7.5,2591
667,Who Took Johnny,2014.0,Biography Documentary,7.2,2586
668,Pavarotti,2019.0,Biography Documentary Music,7.5,2579
669,The New Edition Story,2017.0,Biography Drama Music,8.9,2572
670,The Green Prince,2014.0,Biography Documentary,7.2,2572
671,Shackleton,2002.0,Adventure Biography Drama,7.6,2569
672,Painted Fire,2002.0,Biography Drama History,7.2,2555
673,Zenne Dancer,2011.0,Biography Drama Romance,7.2,2509
674,Omerta,2017.0,Action Biography Crime,7.2,2508
675,Kerala Varma Pazhassi Raja,2009.0,Action Biography Drama,7.6,2482
676,Gascoigne,2015.0,Biography Documentary Sport,7.1,2477
677,A Time to Live and a Time to Die,1985.0,Biography Drama,7.7,2474
678,Joseph,1995.0,Adventure Biography Drama,7.6,2474
679,Code of a Killer,2015.0,Biography Crime Drama,7.6,2471
680,Make Us Dream,2018.0,Biography Documentary Sport,8.0,2441
681,Jaatishwar,2014.0,Biography Drama History,8.0,2438
682,Variações: Guardian Angel,2019.0,Biography Drama Music,7.2,2433
683,Becoming Bond,2017.0,Biography Comedy Documentary,7.5,2393
684,To Catch a Killer,1992.0,Biography Crime Drama,7.4,2392
685,Promise at Dawn,2017.0,Biography Drama Romance,7.2,2389
686,The Wildest Dream,2010.0,Biography Documentary,7.3,2365
687,Sherman's March,1985.0,Biography Comedy Documentary,7.3,2347
688,Roots: The Next Generations,1979.0,Biography Drama History,7.8,2342
689,Crossfire Hurricane,2012.0,Biography Documentary Music,7.4,2341
690,The Music Lovers,1971.0,Biography Comedy Drama,7.2,2336
691,José and Pilar,2010.0,Biography Documentary,8.3,2318
692,The Great Ecstasy of Woodcarver Steiner,1974.0,Biography Documentary Sport,7.7,2282
693,TIME: The Kalief Browder Story,2017.0,Biography Documentary,8.5,2229
694,Jacob's Kingdom of Heaven,2016.0,Biography Drama Family,7.6,2189
695,Nise: The Heart of Madness,2015.0,Biography Drama History,7.7,2189
696,Rich Hill,2014.0,Biography Documentary Drama,7.2,2187
697,Marathon,2005.0,Biography Drama Sport,7.7,2178
698,Manny,2014.0,Biography Documentary Sport,7.1,2168
699,The Conductor,2018.0,Biography Drama,7.2,2160
700,Harishchandrachi Factory,2009.0,Biography Comedy Drama,8.4,2151
701,Bad Boy Billionaires: India,2020.0,Biography Crime Documentary,8.0,2141
702,The Jesus Film,1979.0,Biography Drama Family,7.2,2127
703,The Wonderful  Horrible Life of Leni Riefenstahl,1993.0,Biography Documentary History,8.3,2120
704,The Roosevelts: An Intimate History,2014.0,Biography Documentary History,8.8,2102
705,Lauf Junge lauf,2013.0,Action Biography Drama,7.2,2101
706,Romero,1989.0,Biography Crime Drama,7.1,2098
707,Chasing Trane: The John Coltrane Documentary,2016.0,Biography Documentary Music,7.3,2094
708,Kano,2014.0,Biography Drama History,7.8,2094
709,Violeta Went to Heaven,2011.0,Biography Drama Music,7.3,2092
710,McLaren,2017.0,Biography Documentary Drama,7.3,2086
711,Life with Judy Garland: Me and My Shadows,2001.0,Biography Drama Music,8.0,2080
712,In the Realms of the Unreal,2004.0,Biography Documentary,7.3,2069
713,My Beautiful Broken Brain,2014.0,Biography Documentary,7.1,2059
714,Sinatra: All or Nothing at All,2015.0,Biography Documentary Music,8.0,2011
715,Ingrid Bergman: In Her Own Words,2015.0,Biography Documentary,7.4,1996
716,Blue,1993.0,Biography Drama,7.4,1992
717,We Were Here,2011.0,Biography Documentary History,7.9,1976
718,The Man Who Saved the World,2014.0,Biography Documentary Drama,7.6,1962
719,India's Daughter,2015.0,Biography Crime Documentary,8.2,1961
720,The Secret,2016.0,Biography Drama Thriller,7.2,1955
721,The Book of the Three Hans,2006.0,Biography Drama History,7.9,1951
722,Call Me Lucky,2015.0,Biography Comedy Documentary,7.6,1950
723,Machan,2008.0,Biography Comedy Drama,7.9,1950
724,Meesaya murukku,2017.0,Biography Comedy Drama,7.6,1948
725,Chasing Happiness,2019.0,Biography Documentary Music,7.8,1931
726,Boy Interrupted,2009.0,Biography Documentary Drama,7.9,1925
727,The Inner Circle,1991.0,Biography Drama History,7.1,1914
728,Of Time and the City,2008.0,Biography Documentary,7.3,1913
729,Nowitzki: The Perfect Shot,2014.0,Biography Documentary Sport,7.6,1909
730,The Wizard of Speed and Time,1988.0,Biography Comedy Musical,7.1,1891
731,La Soufrière,1977.0,Biography Documentary Short,7.6,1891
732,Linsanity,2013.0,Biography Documentary Sport,7.3,1891
733,I Shouldn't Be Alive,2005.0,Biography Documentary Drama,8.1,1875
734,Heneral Luna,2015.0,Action Biography History,7.6,1869
735,Yunus Emre,2015.0,Biography History,7.9,1867
736,Good Ol' Freda,2013.0,Biography Documentary History,7.3,1866
737,Habibie & Ainun,2012.0,Biography Drama Romance,7.6,1863
738,Champs,2014.0,Biography Documentary Sport,7.3,1859
739,Eric Clapton: A Life in 12 Bars,2017.0,Biography Documentary Music,7.4,1858
740,Mais Forte que o Mundo: A História de José Aldo,2016.0,Action Biography Drama,7.1,1858
741,Milius,2013.0,Biography Documentary Drama,7.5,1848
742,Isabel,2011.0,Biography History,8.3,1839
743,God Bless Ozzy Osbourne,2011.0,Biography Documentary Music,7.5,1822
744,Let's Get Lost,1988.0,Biography Documentary Music,7.9,1815
745,Mystify: Michael Hutchence,2019.0,Biography Documentary Music,7.3,1815
746,Trotsky,2017.0,Biography Drama History,7.1,1807
747,Lumumba,2000.0,Biography Drama History,7.2,1804
748,The Two Escobars,2010.0,Biography Documentary Sport,8.2,1791
749,Another Day of Life,2018.0,Animation Biography,7.3,1786
750,The Arbor,2010.0,Biography Documentary Drama,7.3,1786
751,The Bondage,2006.0,Biography Drama,8.2,1785
752,The Hiding Place,1975.0,Biography Drama History,7.5,1784
753,Guilty,2011.0,Biography Crime Drama,7.3,1778
754,Elephant,2020.0,Adventure Biography Documentary,7.2,1772
755,Tim Maia,2014.0,Biography Drama Music,7.2,1766
756,Matangi/Maya/M.I.A,2018.0,Biography Documentary Music,7.5,1766
757,The Chant of Jimmie Blacksmith,1978.0,Biography Crime Drama,7.3,1757
758,Al-Zeer Salem,2000.0,Action Biography Drama,9.3,1751
759,Madoff,2016.0,Biography Crime Drama,7.4,1746
760,Center Stage,1991.0,Biography Drama Romance,7.5,1741
761,Forest of the Gods,2005.0,Biography Drama War,7.8,1740
762,The Grey Fox,1982.0,Biography Drama Romance,7.4,1732
763,The Billionaire,2011.0,Biography Drama,7.8,1720
764,Breaking the Limits,2017.0,Biography Drama Sport,7.5,1709
765,Varda by Agnès,2019.0,Biography Documentary,7.9,1701
766,Bloed  Zweet & Tranen,2015.0,Biography Drama Music,7.1,1692
767,Xingu,2011.0,Action Adventure Biography,7.1,1690
768,I Knew It Was You: Rediscovering John Cazale,2009.0,Biography Documentary Short,7.8,1686
769,Entre Nous,1983.0,Biography Drama War,7.1,1684
770,Elena,2012.0,Biography Documentary Drama,7.6,1680
771,Love  Marilyn,2012.0,Biography Documentary,7.3,1680
772,Annamayya,1997.0,Biography History Musical,8.0,1678
773,Dream of Light,1992.0,Biography Documentary,7.8,1667
774,The Mattei Affair,1972.0,Biography Drama History,7.6,1663
775,The Puppetmaster,1993.0,Biography Drama War,7.2,1652
776,An Unreasonable Man,2006.0,Biography Documentary,7.9,1647
777,Imam Ali,1997.0,Biography Drama History,7.9,1645
778,White Lightnin',2009.0,Biography Drama,7.1,1642
779,American Playboy: The Hugh Hefner Story,2017.0,Biography Documentary Drama,7.5,1639
780,Meeting Gorbachev,2018.0,Biography Documentary History,7.2,1638
781,Marie's Story,2014.0,Biography Drama,7.5,1625
782,Blind Spot. Hitler's Secretary,2002.0,Biography Documentary War,7.3,1612
783,Phar Lap,1983.0,Biography Drama Family,7.3,1611
784,Gundermann,2018.0,Biography Drama History,7.3,1610
785,Dealt,2017.0,Biography Documentary,7.6,1608
786,Party Monster,1998.0,Biography Documentary,7.3,1602
787,Beltracchi: The Art of Forgery,2014.0,Biography Crime Documentary,7.2,1600
788,Hawking,2013.0,Biography Comedy Documentary,7.3,1597
789,Biography,1987.0,Biography Documentary,7.7,1595
790,We Are Twisted Fucking Sister!,2014.0,Biography Comedy Documentary,7.1,1589
791,Louis Cyr,2013.0,Biography Drama History,7.5,1585
792,Gandhi  My Father,2007.0,Biography Drama History,7.3,1575
793,American Experience,1988.0,Biography Documentary History,8.5,1559
794,The Kingmaker,2019.0,Biography Documentary History,7.6,1552
795,Traceroute,2016.0,Biography Comedy Documentary,7.1,1550
796,Maria By Callas,2017.0,Biography Documentary Music,7.2,1548
797,Monty Python: Almost the Truth - The Lawyer's Cut,2009.0,Biography Documentary,8.1,1547
798,What's My Name: Muhammad Ali,2019.0,Biography Documentary Sport,8.4,1544
799,Jimi Hendrix,1973.0,Biography Documentary Music,7.8,1528
800,The Eyes of Tammy Faye,2000.0,Biography Documentary,7.1,1510
801,Elizabeth R,1971.0,Biography Drama History,8.7,1505
802,Linda Ronstadt: The Sound of My Voice,2019.0,Biography Documentary Music,8.0,1505
