,titleType,primaryTitle,startYear,genres,averageRating,numVotes
2281,movie,Müslüm,2018.0,Biography Drama Music,7.8,15153
2282,movie,Raid,2018.0,Action Crime Drama,7.4,15150
2283,movie,When We Were Kings,1996.0,Documentary Sport,8.0,15142
2284,movie,The Tale,2018.0,Biography Drama Mystery,7.3,15136
2285,movie,Tess,1979.0,Drama Romance,7.3,15130
2286,movie,The Consequences of Love,2004.0,Crime Drama Romance,7.5,15128
2291,movie,Shahid,2012.0,Biography Drama,8.2,15078
2292,movie,What's in a Name?,2012.0,Comedy Drama,7.3,15072
2293,movie,Nattevagten,1994.0,Horror Thriller,7.2,15069
2294,movie,Gardener,2003.0,Drama Romance,7.4,15058
2295,movie,Band Baaja Baaraat,2010.0,Comedy Drama Romance,7.2,15054
2297,movie,Miss Americana,2020.0,Biography Documentary Music,7.4,15046
2298,movie,City of Men,2007.0,Crime Drama,7.2,15041
2299,movie,Merry Christmas Mr. Lawrence,1983.0,Drama War,7.3,15030
2300,movie,Jin-Roh: The Wolf Brigade,1999.0,Animation Drama Fantasy,7.4,15024
2301,movie,Europa Europa,1990.0,Drama History War,7.6,15009
2303,movie,Atlantic City,1980.0,Crime Drama Romance,7.3,15000
2304,movie,Hotchpotch: Fun Unlimited,2006.0,Action Comedy Drama,7.4,14999
2305,movie,F for Fake,1973.0,Documentary,7.8,14982
2306,movie,A Coffee in Berlin,2012.0,Comedy Drama,7.4,14977
2308,movie,The Castle,1997.0,Comedy Drama,7.7,14918
2309,movie,Project A,1983.0,Action Comedy,7.4,14917
2310,movie,Ivan Vasilievich: Back to the Future,1973.0,Adventure Comedy Sci-Fi,8.4,14914
2311,movie,Khakee,2004.0,Action Crime Drama,7.4,14901
2314,movie,Meru,2015.0,Documentary Sport,7.7,14878
2316,movie,Taxi to the Dark Side,2007.0,Crime Documentary History,7.4,14866
2317,movie,Children of a Lesser God,1986.0,Drama Romance,7.2,14862
2318,movie,Café de Flore,2011.0,Drama Romance,7.4,14862
2320,movie,Never Look Away,2018.0,Biography Drama Romance,7.7,14850
2321,movie,Sword of the Stranger,2007.0,Action Adventure Animation,7.8,14827
2322,movie,Happy as Lazzaro,2018.0,Drama Fantasy,7.5,14827
2324,movie,Life Itself,2014.0,Biography Documentary,7.8,14820
2325,movie,Life in a Day,2011.0,Documentary Drama,7.6,14820
2327,movie,Telling Tales,2015.0,Comedy Fantasy Romance,7.5,14817
2331,movie,Of Gods and Men,2010.0,Drama History,7.2,14782
2332,movie,North Face,2008.0,Adventure Biography Drama,7.4,14781
2336,movie,The 36th Chamber of Shaolin,1978.0,Action Adventure Drama,7.7,14753
2341,movie,Son of the Bride,2001.0,Comedy Drama,7.8,14713
2344,movie,The Legend of Bhagat Singh,2002.0,Action Biography Drama,8.1,14655
2346,movie,The Girl with the Red Scarf,1977.0,Drama Romance,8.6,14637
2347,movie,Reversal of Fortune,1990.0,Biography Drama Mystery,7.2,14632
2351,movie,Lenny,1974.0,Biography Drama,7.6,14614
2353,movie,Kibar Feyzo,1978.0,Comedy Romance,8.7,14594
2354,movie,Lootera,2013.0,Drama Romance,7.3,14591
2357,movie,The Insult,2017.0,Crime Drama Thriller,7.7,14563
2361,movie,Kolya,1996.0,Comedy Drama Music,7.8,14517
2362,movie,"Pretty Village, Pretty Flame",1996.0,Comedy Drama History,8.7,14507
2366,movie,Pina,2011.0,Documentary Music,7.7,14437
2367,movie,Company,2002.0,Action Crime Drama,8.0,14428
2368,movie,Two Brothers,2004.0,Adventure Drama Family,7.1,14404
2369,movie,Orlando,1992.0,Biography Drama Fantasy,7.2,14398
2374,movie,Before the Fall,2004.0,Drama Sport Thriller,7.4,14334
2375,movie,Made in Dagenham,2010.0,Biography Comedy Drama,7.2,14330
2376,movie,Rory O'Shea Was Here,2004.0,Comedy Drama,7.8,14326
2377,movie,The Marathon Family,1982.0,Comedy Drama,9.0,14314
2379,movie,Khuda Haafiz,2020.0,Action Drama Thriller,7.1,14305
2380,movie,Kesari,2019.0,Action Drama History,7.4,14305
2381,movie,"You, the Living",2007.0,Comedy Drama Music,7.5,14300
2382,movie,I'm Not Scared,2003.0,Crime Drama Mystery,7.4,14299
2386,movie,The Driver,1978.0,Action Crime Thriller,7.2,14293
2387,movie,Thunder Road,2018.0,Comedy Drama,7.1,14288
2388,movie,The Dawn Wall,2017.0,Biography Documentary Sport,8.1,14285
2389,movie,Trinity Is Still My Name,1971.0,Comedy Western,7.3,14273
2391,movie,The Class,2007.0,Drama,7.9,14258
2392,movie,Water,2005.0,Drama,7.7,14251
2393,movie,The Lizard,2004.0,Comedy Drama,8.5,14250
2395,movie,Burnt by the Sun,1994.0,Drama History War,7.9,14241
2396,movie,Evil Under the Sun,1982.0,Crime Drama Mystery,7.1,14239
2397,movie,Anniyan,2005.0,Action Drama Thriller,8.2,14236
2398,movie,Lore,2012.0,Drama Romance War,7.1,14228
2399,movie,Columbus,2017.0,Drama,7.2,14215
2400,movie,Dheepan,2015.0,Crime Drama,7.2,14215
2402,movie,Crossroads,1986.0,Drama Music Mystery,7.1,14211
2403,movie,The Phantom of Liberty,1974.0,Comedy,7.9,14204
2404,movie,Nayak: The Real Hero,2001.0,Action Drama Thriller,7.8,14195
2406,movie,Earth,2007.0,Documentary,8.0,14171
2407,movie,Benny's Video,1992.0,Crime Drama,7.2,14134
2408,movie,Kiss of the Spider Woman,1985.0,Drama,7.4,14133
2410,movie,Blue Jay,2016.0,Drama Romance,7.3,14114
2413,movie,Lion of the Desert,1980.0,Biography Drama History,8.4,14068
2414,movie,Running on Empty,1988.0,Crime Drama Music,7.7,14054
2415,movie,The Princess and the Warrior,2000.0,Drama Mystery Romance,7.5,14044
2416,movie,I Can Only Imagine,2018.0,Biography Drama Family,7.3,14038
2417,movie,The Road Within,2014.0,Comedy Drama,7.1,14034
2421,movie,Elling,2001.0,Comedy Drama,7.5,13995
2422,movie,The Last Black Man in San Francisco,2019.0,Drama,7.3,13989
2423,movie,Mr. India,1987.0,Action Comedy Drama,7.8,13975
2426,movie,The Unknown Woman,2006.0,Drama Mystery Thriller,7.4,13968
2429,movie,The Wedding Banquet,1993.0,Comedy Drama Romance,7.6,13934
2431,movie,Sidewalls,2011.0,Comedy Drama,7.5,13925
2432,movie,Who's Singin' Over There?,1980.0,Adventure Comedy Drama,8.9,13921
2433,movie,Pyaar Ka Punchnama 2,2015.0,Comedy Drama Romance,7.3,13911
2436,movie,12,2007.0,Crime Drama Thriller,7.7,13892
2437,movie,High Heels,1991.0,Comedy Drama Romance,7.1,13863
2439,movie,The American Friend,1977.0,Crime Drama Mystery,7.4,13847
2440,movie,Gulaal,2009.0,Crime Drama Thriller,8.1,13830
2442,movie,Bad Boys,1983.0,Crime Drama Thriller,7.2,13820
2443,movie,A Late Quartet,2012.0,Drama Music,7.1,13799
2445,movie,Mediterraneo,1991.0,Comedy Drama War,7.5,13788
2446,movie,Border,1997.0,Action Drama History,7.9,13771
2449,movie,Dragon,2011.0,Action Crime Drama,7.1,13750
2450,movie,Before the Rain,1994.0,Drama War,8.0,13739
2452,movie,My Octopus Teacher,2020.0,Documentary,8.3,13717
2454,movie,Taxi,2015.0,Comedy Drama,7.3,13712
2456,movie,Revanche,2008.0,Crime Drama Romance,7.5,13697
2457,movie,Richard III,1995.0,Drama Sci-Fi War,7.4,13684
2458,movie,Trees Lounge,1996.0,Comedy Drama,7.1,13679
2459,movie,Three Women,1977.0,Drama Mystery Thriller,7.8,13677
2460,movie,The Rider,2017.0,Drama Western,7.4,13677
2461,movie,The Broken Landlord,1985.0,Comedy Drama,8.7,13672
2462,movie,The Great Muppet Caper,1981.0,Adventure Comedy Crime,7.2,13669
2463,movie,The Death of Mr. Lazarescu,2005.0,Comedy Drama,7.9,13665
2464,movie,Ghost in the Shell 2.0,2008.0,Action Adventure Animation,8.0,13647
2467,movie,Still Walking,2008.0,Drama,7.9,13621
2468,movie,I'm the Angel of Death: Pusher III,2005.0,Crime Drama Thriller,7.3,13614
2471,movie,The Apartment,1996.0,Drama Mystery Romance,7.4,13586
2476,movie,Children Who Chase Lost Voices,2011.0,Adventure Animation Drama,7.2,13517
2477,movie,To the Forest of Firefly Lights,2011.0,Animation Drama Fantasy,7.9,13489
2479,movie,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003.0,Action Adventure Animation,7.8,13473
2482,movie,Raat Akeli Hai,2020.0,Crime Drama Mystery,7.3,13471
2483,movie,The Devils,1971.0,Biography Drama History,7.8,13466
2484,movie,Berlin Calling,2008.0,Comedy Drama Music,7.3,13442
2485,movie,Honeyland,2019.0,Documentary Drama,8.0,13440
2486,movie,The Abominable Dr. Phibes,1971.0,Comedy Horror,7.1,13428
2487,movie,Amen.,2002.0,Biography Crime Drama,7.2,13428
2488,movie,The Tiger and the Snow,2005.0,Comedy Drama Romance,7.1,13396
2489,movie,Read My Lips,2001.0,Crime Drama Romance,7.3,13390
2490,movie,TPB AFK: The Pirate Bay Away from Keyboard,2013.0,Documentary,7.5,13373
2494,movie,The Apostle,1997.0,Drama,7.2,13361
2495,movie,Polisse,2011.0,Crime Drama,7.3,13353
2497,movie,Summer Storm,2004.0,Comedy Drama Romance,7.2,13337
2499,movie,Mrs. Brown,1997.0,Biography Drama History,7.2,13328
2500,movie,Satya,1998.0,Action Crime Drama,8.2,13316
2501,movie,Kim Bok-nam salinsageonui jeonmal,2010.0,Drama Horror Thriller,7.3,13306
2502,movie,The Aura,2005.0,Crime Drama Thriller,7.1,13302
2505,movie,XXY,2007.0,Drama Romance,7.1,13276
2506,movie,Safe,1995.0,Drama,7.2,13272
2507,movie,Broken,2012.0,Drama Romance,7.3,13272
2509,movie,A Touch of Spice,2003.0,Comedy Drama,7.5,13251
2511,movie,Frantz,2016.0,Drama History Romance,7.5,13238
2513,movie,BPM (Beats Per Minute),2017.0,Drama,7.4,13214
2514,movie,Polytechnique,2009.0,Crime Drama History,7.2,13211
2517,movie,Monty Python Live at the Hollywood Bowl,1982.0,Comedy Documentary Musical,7.9,13183
2519,movie,Ashes of Time,1994.0,Action Drama,7.2,13179
2521,movie,Vampire Hunter D,1985.0,Action Animation Fantasy,7.2,13159
2522,movie,Omar,2013.0,Crime Drama Romance,7.5,13157
2523,movie,On Board,1998.0,Crime Drama,8.0,13153
2524,movie,Girl on the Bridge,1999.0,Comedy Drama Romance,7.5,13152
2525,movie,October,2018.0,Drama Romance,7.5,13149
2526,movie,Marley,2012.0,Biography Documentary Music,8.0,13142
2527,movie,Madaari,2016.0,Adventure Drama Thriller,7.6,13134
2528,movie,Insomnia,1997.0,Crime Mystery Thriller,7.3,13124
2529,movie,Mondays in the Sun,2002.0,Comedy Drama,7.6,13119
2531,movie,Jaane Bhi Do Yaaro,1983.0,Comedy Drama,8.4,13099
2533,movie,Pieta,2012.0,Crime Drama,7.2,13089
2534,movie,Finding Vivian Maier,2013.0,Biography Documentary Mystery,7.7,13086
2535,movie,The Edge of Democracy,2019.0,Documentary History,7.1,13072
2536,movie,Bigger Stronger Faster*,2008.0,Documentary Sport,7.6,13072
2537,movie,Dhamaal,2007.0,Action Adventure Comedy,7.3,13071
2539,movie,Mona Lisa,1986.0,Crime Drama Romance,7.3,13065
2540,movie,The Seventh Continent,1989.0,Drama,7.7,13064
2541,movie,The Professional,1981.0,Action Crime Drama,7.6,13057
2543,movie,Diego Maradona,2019.0,Biography Documentary Sport,7.7,13050
2544,movie,Sweet Sixteen,2002.0,Crime Drama,7.4,13049
2545,movie,In the Company of Men,1997.0,Comedy Drama,7.2,13046
2546,movie,Ghajini,2005.0,Action Drama Mystery,7.5,13040
2547,movie,Stop Making Sense,1984.0,Documentary Music,8.6,13038
2549,movie,Hungama,2003.0,Comedy Drama Romance,7.5,13028
2550,movie,Elena,2011.0,Crime Drama Thriller,7.3,13023
2551,movie,The Second Mother,2015.0,Comedy Drama,7.8,13007
2552,movie,The Captain,2017.0,Drama History Thriller,7.4,13002
2553,movie,The Cowboys,1972.0,Adventure Drama Western,7.4,13002
2554,movie,Sunshine,1999.0,Drama History Romance,7.5,12995
2556,movie,Side by Side,2012.0,Documentary,7.6,12993
2557,movie,Samaritan Girl,2004.0,Drama,7.1,12987
2559,movie,Stroszek,1977.0,Comedy Drama,7.9,12981
2562,movie,The Little Girl Who Lives Down the Lane,1976.0,Drama Horror Mystery,7.1,12952
2563,movie,Theri,2016.0,Action Drama Thriller,7.1,12951
2564,movie,Kedi,2016.0,Documentary,7.7,12922
2567,movie,Free to Play,2014.0,Action Documentary,7.9,12901
2569,movie,The Band's Visit,2007.0,Comedy Drama Music,7.5,12840
2571,movie,Another Woman,1988.0,Drama,7.3,12819
2575,movie,Karwaan,2018.0,Comedy Drama,7.5,12795
2577,movie,Psycho Raman,2016.0,Crime Drama Thriller,7.4,12745
2581,movie,Caramel,2007.0,Comedy Drama Romance,7.1,12683
2582,movie,Even the Rain,2010.0,Drama History,7.4,12670
2583,movie,Rosetta,1999.0,Drama,7.5,12656
2586,movie,Rams,2015.0,Comedy Drama,7.3,12651
2587,movie,Werckmeister Harmonies,2000.0,Drama Mystery,8.2,12645
2589,movie,Winter on Fire: Ukraine's Fight for Freedom,2015.0,Documentary,8.4,12633
2590,movie,Barbara,2012.0,Drama,7.1,12613
2595,movie,Riki-Oh: The Story of Ricky,1991.0,Action Comedy Thriller,7.1,12579
2597,movie,Mankatha,2011.0,Action Crime Thriller,7.6,12568
2599,movie,Vaastav: The Reality,1999.0,Action Crime Drama,8.0,12560
2600,movie,Shaadi Mein Zaroor Aana,2017.0,Drama Romance,7.6,12556
2601,movie,Lootcase,2020.0,Comedy Crime,7.6,12554
2602,movie,Owning Mahowny,2003.0,Crime Drama Thriller,7.1,12554
2605,movie,Tekkonkinkreet,2006.0,Action Adventure Animation,7.6,12530
2606,movie,Pokiri,2006.0,Action Crime Thriller,7.9,12529
2607,movie,Paris Is Burning,1990.0,Documentary,8.2,12523
2609,movie,Dookudu,2011.0,Action Comedy,7.4,12502
2610,movie,The Queen of Versailles,2012.0,Documentary,7.1,12498
2612,movie,Macbeth,1971.0,Biography Drama History,7.4,12492
2614,movie,Talk Radio,1988.0,Drama,7.3,12481
2615,movie,The Last Metro,1980.0,Drama Romance War,7.4,12462
2616,movie,The Goodbye Girl,1977.0,Comedy Drama Romance,7.4,12450
2618,movie,Nowhere in Africa,2001.0,Biography Drama History,7.5,12439
2619,movie,Desert Flower,2009.0,Biography Drama,7.4,12429
2620,movie,The Front Page,1974.0,Comedy Drama Romance,7.3,12422
2621,movie,Chachi 420,1997.0,Comedy Drama Family,7.4,12407
2623,movie,Brat 2,2000.0,Action Crime Thriller,7.8,12398
2625,movie,Philanthropy,2002.0,Comedy Drama,8.5,12389
2626,movie,The Pinchcliffe Grand Prix,1975.0,Animation Comedy Family,8.5,12389
2627,movie,Bang Bang You're Dead,2002.0,Crime Drama Thriller,7.8,12388
2629,movie,Cry Freedom,1987.0,Biography Drama History,7.4,12379
2630,movie,Educating Rita,1983.0,Comedy Drama,7.2,12379
2631,movie,Bad Boy Bubby,1993.0,Comedy Crime Drama,7.4,12375
2632,movie,Bagdad Cafe,1987.0,Comedy Drama,7.4,12369
2633,movie,RangiTaranga,2015.0,Mystery Thriller,8.3,12359
2634,movie,Yol,1982.0,Drama,8.1,12352
2636,movie,It Might Get Loud,2008.0,Documentary Music,7.6,12342
2637,movie,Venus,2006.0,Comedy Drama Romance,7.1,12341
2638,movie,Cocaine Cowboys,2006.0,Crime Documentary History,7.8,12340
2640,movie,Hope and Glory,1987.0,Comedy Drama Romance,7.3,12336
2641,movie,The Lovers on the Bridge,1991.0,Drama Romance,7.6,12333
2642,movie,Stories We Tell,2012.0,Documentary,7.5,12331
2644,movie,Journal 64,2018.0,Crime Mystery Thriller,7.4,12325
2645,movie,Peranbu,2018.0,Drama,9.0,12320
2646,movie,The Road Home,1999.0,Drama History Romance,7.8,12320
2650,movie,The Mighty,1998.0,Comedy Drama,7.3,12294
2651,movie,Get Real,1998.0,Comedy Drama Romance,7.5,12290
2652,movie,Little Nicholas,2009.0,Comedy Family,7.1,12290
2653,movie,Eyes,2002.0,Crime Drama Thriller,7.4,12288
2655,movie,20 Feet from Stardom,2013.0,Biography Documentary History,7.4,12281
2656,movie,Coming Home,1978.0,Drama Romance War,7.3,12266
2657,movie,Our Little Sister,2015.0,Drama Family,7.5,12266
2658,movie,Lady Snowblood,1973.0,Action Drama Thriller,7.7,12250
2659,movie,The Marriage of Maria Braun,1979.0,Drama,7.8,12240
2660,movie,RBG,2018.0,Biography Documentary,7.6,12238
2662,movie,Dogtown and Z-Boys,2001.0,Documentary Sport,7.7,12233
2663,movie,Snow Cake,2006.0,Drama Romance,7.5,12221
2664,movie,Gantz: O,2016.0,Action Animation Drama,7.1,12216
2665,movie,Limonata,2015.0,Comedy Drama,7.4,12210
2666,movie,Let's Sin,2014.0,Action Crime Drama,7.8,12208
2667,movie,Destiny,2006.0,Drama,7.9,12200
2669,movie,Life Is a Miracle,2004.0,Comedy Drama Music,7.6,12189
2670,movie,Graduation,2016.0,Crime Drama,7.3,12177
2671,movie,"What Happened, Miss Simone?",2015.0,Biography Documentary Music,7.6,12154
2672,movie,An Officer and a Spy,2019.0,Drama History Thriller,7.2,12148
2674,movie,Tyson,2008.0,Biography Documentary Sport,7.5,12139
2675,movie,Sound City,2013.0,Documentary Music,7.8,12128
2676,movie,Grey Gardens,1975.0,Comedy Documentary Drama,7.6,12124
2679,movie,Fresh,1994.0,Crime Drama Thriller,7.6,12112
2681,movie,Who Killed the Electric Car?,2006.0,Documentary,7.6,12106
2683,movie,Dhuruvangal Pathinaaru,2016.0,Action Crime Mystery,8.3,12100
2687,movie,Copenhagen,2014.0,Adventure Drama Romance,7.1,12063
2688,movie,Trailer Park Boys: The Movie,2006.0,Comedy Crime,7.2,12063
2690,movie,Utøya: July 22,2018.0,Drama Thriller,7.2,12049
2691,movie,Labyrinth of Lies,2014.0,Drama History,7.3,12044
2692,movie,At the End of the Tunnel,2016.0,Crime Drama Thriller,7.1,12043
2693,movie,N.H 10,2015.0,Action Crime Drama,7.2,12041
2694,movie,Breaker Morant,1980.0,Drama History War,7.8,12029
2697,movie,Kilo Two Bravo,2014.0,Adventure Biography Drama,7.1,11973
2701,movie,The Mad Adventures of Rabbi Jacob,1973.0,Adventure Comedy Crime,7.4,11933
2702,movie,Sexmission,1984.0,Adventure Comedy Sci-Fi,7.7,11921
2703,movie,Çalgi Çengi,2011.0,Comedy,7.1,11917
2704,movie,Athadu,2005.0,Action Thriller,8.2,11916
2706,movie,The Secret Life of Words,2005.0,Drama Romance,7.5,11889
2708,movie,La Grande Bouffe,1973.0,Comedy Drama,7.2,11888
2709,movie,The Dark Valley,2014.0,Action Drama Western,7.1,11880
2713,movie,Spellbound,2002.0,Comedy Documentary Thriller,7.5,11860
2714,movie,Takva: A Man's Fear of God,2006.0,Drama,7.5,11860
2716,movie,Climates,2006.0,Drama Romance,7.2,11854
2718,movie,Code Unknown,2000.0,Drama,7.2,11837
2719,movie,Ten Inch Hero,2007.0,Comedy Drama Romance,7.4,11836
2720,movie,61 Days,2016.0,Comedy Drama,7.4,11835
2721,movie,Diva,1981.0,Music Thriller,7.1,11828
2723,movie,Neon Genesis Evangelion: Death & Rebirth,1997.0,Action Animation Drama,7.5,11824
2724,movie,Rurouni Kenshin Part II: Kyoto Inferno,2014.0,Action Adventure Drama,7.6,11815
2725,movie,Along With the Gods: The Two Worlds,2017.0,Action Drama Fantasy,7.3,11812
2726,movie,Kuai can che,1984.0,Action Comedy Crime,7.2,11806
2727,movie,Girl,2018.0,Drama,7.1,11800
2728,movie,Peepli [Live],2010.0,Comedy Drama,7.4,11785
2730,movie,My Neighbors the Yamadas,1999.0,Animation Comedy Family,7.2,11777
2731,movie,The Ghazi Attack,2017.0,Action Thriller War,7.6,11775
2732,movie,Time,2006.0,Drama Mystery Romance,7.2,11762
2736,movie,Wild Bill,2011.0,Drama,7.2,11745
2739,movie,A Special Day,1977.0,Drama,8.1,11727
2740,movie,The Look of Silence,2014.0,Biography Documentary History,8.3,11721
2742,movie,Night Moves,1975.0,Crime Mystery Thriller,7.1,11711
2743,movie,Human Capital,2013.0,Crime Drama,7.3,11695
2747,movie,A Dog's Will,2000.0,Comedy Drama Western,8.6,11679
2748,movie,The Black Stallion,1979.0,Adventure Family Sport,7.3,11676
2749,movie,Topsy-Turvy,1999.0,Biography Comedy Drama,7.3,11675
2750,movie,Corpus Christi,2019.0,Drama,7.7,11669
2751,movie,Cannibal! The Musical,1993.0,Comedy Musical Thriller,7.1,11664
2753,movie,Love Exposure,2008.0,Action Comedy Drama,8.1,11662
2754,movie,Metal: A Headbanger's Journey,2005.0,Documentary Music,8.1,11660
2759,movie,The Fool,2014.0,Crime Drama Thriller,8.0,11630
2760,movie,Where Do We Go Now?,2011.0,Comedy Drama,7.5,11629
2761,movie,Forks Over Knives,2011.0,Documentary,7.7,11627
2762,movie,Truman,2015.0,Comedy Drama,7.3,11624
2766,movie,Goodbye Bafana,2007.0,Biography Drama History,7.1,11593
2767,movie,Roma,1972.0,Comedy Drama,7.4,11591
2768,movie,Roja,1992.0,Drama Romance Thriller,8.2,11571
2769,movie,The Selfish Giant,2013.0,Drama,7.3,11559
2771,movie,Mardaani,2014.0,Action Crime Drama,7.3,11554
2773,movie,Mother and Child,2009.0,Drama Romance,7.2,11542
2775,movie,Hush Hush,1975.0,Comedy Drama Romance,8.3,11537
2776,movie,Ustad Hotel,2012.0,Comedy Drama Family,8.2,11530
2779,movie,Alice,1988.0,Adventure Animation Fantasy,7.5,11519
2780,movie,Loose Cannons,2010.0,Comedy Drama Romance,7.3,11514
2783,movie,Three,2016.0,Drama Mystery Thriller,7.3,11499
2784,movie,Butterflies,2018.0,Comedy Drama,7.4,11492
2785,movie,Nicholas Nickleby,2002.0,Adventure Drama Romance,7.1,11488
2786,movie,Winged Migration,2001.0,Documentary,7.9,11485
2790,movie,Beyond the Hills,2012.0,Drama,7.5,11459
2791,movie,Fed Up,2014.0,Documentary,7.7,11456
2793,movie,Johnny the Traitor,2007.0,Crime Drama Mystery,7.8,11448
2795,movie,Lucia,2013.0,Drama Sci-Fi Thriller,8.3,11440
2798,movie,El Crimen Perfecto (The Perfect Crime),2004.0,Comedy Crime Thriller,7.1,11420
2799,movie,The Barber of Siberia,1998.0,Comedy Drama History,7.8,11417
2802,movie,Vavien,2009.0,Comedy Drama Thriller,7.5,11402
2803,movie,Moscow Does Not Believe in Tears,1980.0,Comedy Drama Romance,8.1,11391
2805,movie,Kin-dza-dza!,1986.0,Comedy Drama Sci-Fi,8.1,11387
2807,movie,Hey Ram,2000.0,Crime Drama History,7.9,11379
2808,movie,The Parade,2011.0,Comedy Drama,7.3,11367
2809,movie,Bird,1988.0,Biography Drama Music,7.2,11359
2810,movie,Section 375,2019.0,Drama Mystery,8.1,11352
2813,movie,Redline,2009.0,Action Animation Sci-Fi,7.5,11337
2816,movie,Bala,2019.0,Comedy,7.4,11308
2818,movie,GOLD,2018.0,Drama History Sport,7.3,11297
2821,movie,Knock Down the House,2019.0,Documentary,7.1,11278
2822,movie,Saala Khadoos,2016.0,Action Drama Sport,7.6,11267
2823,movie,Father,2009.0,Comedy Drama,7.2,11262
2824,movie,Cold Fish,2010.0,Crime Drama Horror,7.1,11255
2825,movie,Sairat,2016.0,Drama Romance,8.3,11255
2826,movie,Table No. 21,2013.0,Adventure Drama Thriller,7.1,11249
2827,movie,The Beatles: Eight Days a Week - The Touring Years,2016.0,Documentary Music,7.8,11241
2829,movie,Bombay,1995.0,Drama Musical Romance,8.1,11234
2831,movie,Montevideo: Taste of a Dream,2010.0,Adventure Comedy Drama,8.2,11231
2833,movie,Nanban,2012.0,Comedy Drama,7.4,11216
2834,movie,Big Jake,1971.0,Western,7.2,11216
2837,movie,Don,1978.0,Action Crime Thriller,7.8,11199
2838,movie,Lost in La Mancha,2002.0,Documentary,7.4,11191
2840,movie,Lean on Pete,2017.0,Drama,7.2,11184
2841,movie,Two-Lane Blacktop,1971.0,Drama,7.2,11179
2844,movie,King of the Doormen,1976.0,Comedy Drama,8.4,11140
2845,movie,Bheja Fry,2007.0,Comedy Drama,7.6,11139
2846,movie,War of the Arrows,2011.0,Action Adventure,7.2,11137
2848,movie,The Young Offenders,2016.0,Adventure Comedy Crime,7.1,11122
2850,movie,The Road to Guantanamo,2006.0,Documentary Drama War,7.4,11087
2851,movie,Silenced,2011.0,Drama,8.1,11079
2853,movie,A Hard Day,2014.0,Action Crime Thriller,7.2,11076
2854,movie,Srimanthudu,2015.0,Action Drama,7.5,11072
2856,movie,Shine a Light,2008.0,Biography Documentary Music,7.2,11063
2858,movie,The Killing of a Chinese Bookie,1976.0,Crime Drama Thriller,7.4,11053
2859,movie,Killing the Shadows,2006.0,Comedy Drama History,7.5,11051
2863,movie,Soaked in Bleach,2015.0,Crime Documentary,7.4,11033
2864,movie,The Last: Naruto the Movie,2014.0,Action Adventure Animation,7.6,11024
2865,movie,Cure,1997.0,Crime Horror Mystery,7.4,11020
2867,movie,Life in a Metro,2007.0,Comedy Drama Romance,7.4,11019
2869,movie,The Island,2006.0,Drama,7.9,11015
2870,movie,The Bridge,2006.0,Documentary Drama,7.2,11005
2871,movie,Beyond the Gates,2005.0,Drama History War,7.7,11004
2876,movie,My King,2015.0,Drama Romance,7.1,10933
2878,movie,Common Wealth,2000.0,Comedy Crime Horror,7.3,10923
2879,movie,Machuca,2004.0,Biography Drama History,7.7,10913
2880,movie,No One Killed Jessica,2011.0,Biography Crime Drama,7.2,10904
2881,movie,Charley Varrick,1973.0,Action Crime Drama,7.5,10898
2882,movie,Three O'Clock High,1987.0,Comedy,7.2,10898
2884,movie,Soldier of Orange,1977.0,Drama Romance Thriller,7.7,10888
2885,movie,Modigliani,2004.0,Biography Drama,7.4,10887
2887,movie,Cars of the Revolution,2008.0,Drama,8.0,10885
2889,movie,"20,000 Days on Earth",2014.0,Documentary Drama Music,7.5,10875
2891,movie,Paddleton,2019.0,Comedy Drama,7.2,10865
2892,movie,It's Such a Beautiful Day,2012.0,Animation Comedy Drama,8.3,10839
2897,movie,Slave,1998.0,Action Crime Drama,7.3,10808
2899,movie,Last Life in the Universe,2003.0,Comedy Drama Romance,7.5,10801
2900,movie,"Watch Out, We're Mad",1974.0,Action Comedy,7.5,10797
2902,movie,The Other Side of Hope,2017.0,Comedy Drama,7.2,10794
2903,movie,Law of Desire,1987.0,Comedy Drama Thriller,7.1,10783
2904,movie,United,2011.0,Drama History Sport,7.4,10760
2905,movie,Lammbock,2001.0,Comedy,7.3,10754
2906,movie,Monsieur Ibrahim,2003.0,Comedy Drama,7.3,10746
2907,movie,Brothers,2004.0,Drama War,7.5,10741
2910,movie,Aruvi,2016.0,Drama,8.5,10729
2912,movie,Kaithi,2019.0,Action Thriller,8.5,10703
2916,movie,Faces Places,2017.0,Documentary,7.9,10667
2919,movie,Microcosmos,1996.0,Documentary,7.9,10659
2920,movie,The Bow,2005.0,Drama Romance,7.1,10658
2921,movie,The Warrior,2001.0,Action Drama History,7.1,10652
2922,movie,Facing Windows,2003.0,Drama Romance,7.3,10650
2923,movie,Asterix in Britain,1986.0,Adventure Animation Comedy,7.1,10646
2926,movie,Holding the Man,2015.0,Biography Drama Romance,7.4,10641
2927,movie,Waiting for 'Superman',2010.0,Documentary,7.5,10641
2930,movie,When Love Calls,1989.0,Drama Family Musical,7.3,10614
2933,movie,Two Lottery Tickets,2016.0,Comedy,7.7,10609
2934,movie,My Way,2011.0,Action Drama War,7.7,10601
2936,movie,Aamir,2008.0,Action Crime Drama,7.7,10591
2937,movie,Paid in Full,2002.0,Action Crime Drama,7.1,10582
2938,movie,Snake in the Eagle's Shadow,1978.0,Action Comedy,7.4,10574
