,titleType,primaryTitle,startYear,genres,averageRating,numVotes
1027,movie,This Is It,2009.0,Documentary Drama Music,7.2,38350
1028,movie,In a Better World,2010.0,Drama Romance,7.6,38326
1029,movie,Broken Embraces,2009.0,Drama Romance Thriller,7.2,38310
1030,movie,Icarus,2017.0,Documentary Sport,7.9,38300
1032,movie,Wolf Children,2012.0,Animation Drama Fantasy,8.1,38289
1033,movie,Narc,2002.0,Crime Drama Mystery,7.1,38216
1035,movie,The Discreet Charm of the Bourgeoisie,1972.0,Comedy,7.9,38206
1037,movie,Silverado,1985.0,Action Crime Drama,7.2,38128
1038,movie,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013.0,Adventure Comedy,7.1,38128
1039,movie,Devdas,2002.0,Drama Musical Romance,7.6,38084
1041,movie,Neon Genesis Evangelion: The End of Evangelion,1997.0,Action Animation Drama,8.1,37993
1042,movie,The Hidden Face,2011.0,Drama Mystery Thriller,7.4,37977
1043,movie,Yeh Jawaani Hai Deewani,2013.0,Drama Musical Romance,7.1,37958
1044,movie,Les Misérables,1998.0,Crime Drama History,7.5,37936
1045,movie,The Tale of The Princess Kaguya,2013.0,Adventure Animation Drama,8.0,37891
1049,movie,Tae Guk Gi: The Brotherhood of War,2004.0,Action Drama War,8.1,37671
1057,movie,A.R.O.G,2008.0,Comedy Fantasy Sci-Fi,7.3,37376
1058,movie,JCVD,2008.0,Action Comedy Crime,7.1,37374
1060,movie,The Transformers: The Movie,1986.0,Action Adventure Animation,7.3,37315
1061,movie,The Railway Man,2013.0,Biography Drama Romance,7.1,37287
1062,movie,In the Bedroom,2001.0,Crime Drama,7.4,37248
1064,movie,Secrets & Lies,1996.0,Comedy Drama,8.0,37175
1065,movie,"Lust, Caution",2007.0,Drama History Romance,7.5,37143
1066,movie,The Day of the Jackal,1973.0,Crime Drama Thriller,7.8,37116
1068,movie,Le Dîner de Cons,1998.0,Comedy,7.7,37093
1070,movie,The Chaos Class,1975.0,Comedy Drama,9.3,36879
1071,movie,Shaun the Sheep Movie,2015.0,Adventure Animation Comedy,7.3,36868
1073,movie,Going Clear: Scientology & the Prison of Belief,2015.0,Documentary,8.0,36800
1074,movie,The Secret Garden,1993.0,Drama Family Fantasy,7.3,36716
1076,movie,Gallipoli,1981.0,Adventure Drama History,7.4,36633
1079,movie,Boy A,2007.0,Drama,7.6,36528
1080,movie,The Believer,2001.0,Drama,7.2,36438
1082,movie,The Holy Mountain,1973.0,Adventure Drama Fantasy,7.9,36399
1083,movie,Drunken Master,1978.0,Action Comedy,7.5,36348
1085,movie,Soul Kitchen,2009.0,Comedy Drama,7.3,36252
1086,movie,The Physician,2013.0,Adventure Drama History,7.2,36249
1089,movie,Fyre,2019.0,Documentary Music,7.2,36175
1090,movie,Brimstone,2016.0,Drama Mystery Thriller,7.1,36170
1093,movie,Central Station,1998.0,Drama,8.0,36094
1094,movie,Man Bites Dog,1992.0,Comedy Crime Drama,7.5,36063
1095,movie,A Bittersweet Life,2005.0,Action Crime Drama,7.6,36062
1096,movie,Baraka,1992.0,Documentary,8.6,36046
1097,movie,Chopper,2000.0,Biography Crime Drama,7.2,36036
1098,movie,Ghost in the Shell 2: Innocence,2004.0,Action Animation Drama,7.5,36021
1099,movie,Nothing But the Truth,2008.0,Crime Drama Mystery,7.2,35990
1100,movie,The Secret of NIMH,1982.0,Adventure Animation Drama,7.6,35983
1101,movie,Hamlet,1996.0,Drama,7.7,35839
1102,movie,Love & Mercy,2014.0,Biography Drama Music,7.4,35837
1104,movie,Love and Death,1975.0,Comedy War,7.7,35776
1105,movie,The Verdict,1982.0,Drama,7.7,35770
1106,movie,The Savages,2007.0,Comedy Drama,7.1,35742
1107,movie,Dear Zindagi,2016.0,Drama Romance,7.6,35732
1108,movie,The Baader Meinhof Complex,2008.0,Action Biography Crime,7.4,35570
1109,movie,Women on the Verge of a Nervous Breakdown,1988.0,Comedy Drama,7.6,35526
1110,movie,Thesis,1996.0,Horror Mystery Thriller,7.4,35496
1112,movie,Evil,2003.0,Drama,7.8,35467
1113,movie,Confessions,2010.0,Drama Thriller,7.8,35454
1114,movie,Mr. Holland's Opus,1995.0,Drama Music,7.3,35409
1116,movie,Mustang,2015.0,Drama,7.6,35383
1118,movie,Bitter Moon,1992.0,Drama Romance Thriller,7.2,35286
1120,movie,Bullets Over Broadway,1994.0,Comedy Crime,7.4,35263
1121,movie,The One I Love,2014.0,Comedy Drama Romance,7.1,35224
1123,movie,Muriel's Wedding,1994.0,Comedy Drama,7.2,35196
1124,movie,"McFarland, USA",2015.0,Biography Drama Sport,7.4,35174
1125,movie,No Way Out,1987.0,Action Crime Drama,7.1,35147
1126,movie,Dressed to Kill,1980.0,Crime Drama Mystery,7.1,35122
1127,movie,Keith,2008.0,Drama Romance,7.4,35118
1128,movie,Koyaanisqatsi,1982.0,Documentary Music,8.3,35091
1132,movie,The Protector,2005.0,Action Crime Drama,7.1,35038
1133,movie,Land of Mine,2015.0,Drama History War,7.8,35032
1134,movie,Togo,2019.0,Adventure Biography Drama,8.0,35029
1135,movie,Me and You and Everyone We Know,2005.0,Comedy Drama,7.3,35019
1136,movie,Sex and Lucía,2001.0,Drama Romance,7.1,34977
1137,movie,The Act of Killing,2012.0,Biography Crime Documentary,8.2,34947
1138,movie,Nowhere Boy,2009.0,Biography Drama Music,7.1,34929
1139,movie,Fantasia 2000,1999.0,Animation Comedy Family,7.2,34885
1141,movie,Hair,1979.0,Comedy Drama Musical,7.6,34816
1143,movie,"The Cook, the Thief, His Wife & Her Lover",1989.0,Crime Drama,7.6,34674
1145,movie,From Up on Poppy Hill,2011.0,Animation Drama Family,7.4,34642
1146,movie,The King of Kong: A Fistful of Quarters,2007.0,Biography Documentary Sport,8.1,34603
1147,movie,Race,2016.0,Biography Drama Sport,7.1,34559
1149,movie,The Wife,2017.0,Drama,7.2,34422
1152,movie,Stranger Than Paradise,1984.0,Comedy Drama,7.5,34308
1153,movie,Ninja Scroll,1993.0,Action Adventure Animation,7.9,34308
1155,movie,Pusher,1996.0,Crime Thriller,7.4,34263
1157,movie,Naked,1993.0,Comedy Drama,7.8,34210
1159,movie,K.G.F: Chapter 1,2018.0,Action Drama,8.2,34165
1162,movie,Don,2006.0,Action Crime Thriller,7.2,34088
1164,movie,Slap Shot,1977.0,Comedy Drama Sport,7.3,34038
1165,movie,The Garden of Words,2013.0,Animation Drama Romance,7.5,34030
1168,movie,Bedknobs and Broomsticks,1971.0,Adventure Animation Comedy,7.1,33912
1170,movie,Maria Full of Grace,2004.0,Crime Drama,7.4,33859
1172,movie,The Class,2008.0,Drama,7.5,33830
1173,movie,The Messenger,2009.0,Drama Romance War,7.1,33801
1174,movie,Murder by Death,1976.0,Comedy Crime Mystery,7.4,33739
1175,movie,The Vanishing,1988.0,Mystery Thriller,7.7,33689
1177,movie,The Unbearable Lightness of Being,1988.0,Drama Romance,7.3,33622
1178,movie,The Guernsey Literary and Potato Peel Pie Society,2018.0,Drama Romance War,7.4,33531
1179,movie,The Illusionist,2010.0,Animation Drama Family,7.5,33499
1180,movie,Picnic at Hanging Rock,1975.0,Drama Mystery,7.5,33479
1181,movie,Touching the Void,2003.0,Adventure Documentary Drama,8.0,33475
1182,movie,Watership Down,1978.0,Adventure Animation Drama,7.6,33457
1183,movie,The Andromeda Strain,1971.0,Mystery Sci-Fi Thriller,7.2,33451
1184,movie,Adam,2009.0,Comedy Drama Romance,7.2,33431
1185,movie,Ayla: The Daughter of War,2017.0,Biography Drama History,8.4,33390
1186,movie,Il Postino,1994.0,Biography Comedy Drama,7.7,33346
1187,movie,Jiro Dreams of Sushi,2011.0,Documentary,7.9,33339
1189,movie,English Vinglish,2012.0,Comedy Drama Family,7.8,33315
1190,movie,The Good the Bad the Weird,2008.0,Action Adventure Comedy,7.3,33226
1193,movie,Black,2005.0,Drama,8.2,33194
1195,movie,Shattered Glass,2003.0,Drama History,7.1,33161
1197,movie,Samsara,2011.0,Documentary Music,8.5,33114
1199,movie,Black Christmas,1974.0,Horror Mystery Thriller,7.2,33072
1200,movie,24 Hour Party People,2002.0,Biography Comedy Drama,7.3,33050
1201,movie,Vizontele,2001.0,Comedy Drama,8.0,33044
1203,movie,Dear Zachary: A Letter to a Son About His Father,2008.0,Biography Crime Documentary,8.5,33037
1204,movie,Now Is Good,2012.0,Drama Romance,7.1,33032
1205,movie,Paan Singh Tomar,2012.0,Action Biography Crime,8.2,32950
1206,movie,Smoke,1995.0,Comedy Drama,7.4,32929
1209,movie,Antwone Fisher,2002.0,Biography Drama,7.3,32766
1212,movie,The Big Chill,1983.0,Comedy Drama,7.2,32660
1215,movie,The Muppet Movie,1979.0,Adventure Comedy Family,7.6,32491
1221,movie,Drugstore Cowboy,1989.0,Crime Drama,7.3,32362
1222,movie,The Many Adventures of Winnie the Pooh,1977.0,Adventure Animation Comedy,7.6,32346
1223,movie,Nosferatu the Vampyre,1979.0,Drama Horror,7.5,32337
1224,movie,Arif V 216,2018.0,Comedy Music Sci-Fi,7.1,32304
1225,movie,The Commitments,1991.0,Comedy Drama Music,7.6,32294
1226,movie,Chhichhore,2019.0,Comedy Drama,8.2,32286
1227,movie,An American Crime,2007.0,Biography Crime Drama,7.3,32204
1228,movie,The Professor and the Madman,2019.0,Biography Drama,7.3,32200
1230,movie,Frequently Asked Questions About Time Travel,2009.0,Comedy Sci-Fi,7.1,32194
1232,movie,The Report,2019.0,Biography Crime Drama,7.2,32180
1234,movie,The Woodsman,2004.0,Drama,7.2,32052
1235,movie,Yedinci Kogustaki Mucize,2019.0,Drama,8.3,32051
1237,movie,Sweet and Lowdown,1999.0,Comedy Drama Music,7.2,32039
1239,movie,When Marnie Was There,2014.0,Animation Drama Family,7.7,32025
1240,movie,A Little Princess,1995.0,Drama Family Fantasy,7.7,32006
1241,movie,The Visitors,1993.0,Comedy Fantasy,7.1,32005
1243,movie,Mesrine: Killer Instinct,2008.0,Action Biography Crime,7.5,31960
1246,movie,The Way of the Dragon,1972.0,Action Adventure Comedy,7.3,31920
1247,movie,Kagemusha,1980.0,Drama History War,8.0,31901
1248,movie,The Sweet Hereafter,1997.0,Drama,7.5,31897
1249,movie,Deep Red,1975.0,Horror Mystery Thriller,7.6,31893
1250,movie,Angel-A,2005.0,Comedy Drama Fantasy,7.1,31877
1251,movie,Hedwig and the Angry Inch,2001.0,Comedy Drama Music,7.7,31810
1252,movie,Kai Po Che,2013.0,Drama Sport,7.7,31807
1253,movie,After the Wedding,2006.0,Drama,7.7,31779
1256,movie,Welcome to the Dollhouse,1995.0,Comedy Drama,7.4,31640
1257,movie,The Breath,2009.0,Action Drama Thriller,8.0,31631
1258,movie,Rumble Fish,1983.0,Crime Drama Romance,7.2,31593
1259,movie,The Red Violin,1998.0,Drama Music Mystery,7.6,31543
1260,movie,The Whistleblower,2010.0,Biography Crime Drama,7.1,31541
1261,movie,Yahsi Bati,2009.0,Adventure Comedy Western,7.4,31539
1263,movie,Stan & Ollie,2018.0,Biography Comedy Drama,7.2,31487
1264,movie,Official Secrets,2019.0,Biography Crime Drama,7.3,31446
1265,movie,The Accused,1988.0,Crime Drama,7.1,31439
1267,movie,The Siege of Jadotville,2016.0,Action Drama History,7.2,31395
1268,movie,Once Were Warriors,1994.0,Crime Drama,7.9,31377
1269,movie,Coming Soon,2014.0,Comedy Drama Romance,7.4,31372
1270,movie,C.R.A.Z.Y.,2005.0,Comedy Drama,7.9,31362
1271,movie,Radio Days,1987.0,Comedy,7.5,31354
1272,movie,Hunting Season,2010.0,Crime Drama Mystery,7.4,31352
1274,movie,If Only,2004.0,Comedy Drama Fantasy,7.1,31289
1275,movie,Fitzcarraldo,1982.0,Adventure Drama,8.1,31262
1279,movie,Beautiful Girls,1996.0,Comedy Drama Romance,7.1,31187
1282,movie,The Legend Is Born: Ip Man,2010.0,Action Biography Drama,7.1,31166
1284,movie,13th,2016.0,Crime Documentary History,8.3,31143
1285,movie,Gully Boy,2019.0,Drama Music,8.0,31142
1287,movie,Bajirao Mastani,2015.0,Action Drama History,7.2,31084
1288,movie,The Secret of Kells,2009.0,Adventure Animation Family,7.6,31082
1289,movie,Sin Nombre,2009.0,Adventure Crime Drama,7.6,31028
1291,movie,Au Revoir les Enfants,1987.0,Drama War,8.0,30936
1292,movie,45 Years,2015.0,Drama Romance,7.1,30876
1293,movie,The Red Turtle,2016.0,Animation Family Fantasy,7.5,30809
1296,movie,Tokyo Godfathers,2003.0,Adventure Animation Comedy,7.8,30774
1298,movie,Talvar,2015.0,Crime Drama Mystery,8.2,30745
1299,movie,Body Heat,1981.0,Crime Drama Romance,7.4,30706
1300,movie,Fanaa,2006.0,Drama Romance,7.2,30682
1301,movie,And Justice for All,1979.0,Crime Drama Thriller,7.4,30668
1302,movie,Chasing Mavericks,2012.0,Biography Drama Sport,7.2,30661
1303,movie,The Edge of Heaven,2007.0,Drama,7.8,30640
1304,movie,Stalingrad,1993.0,Drama War,7.5,30631
1306,movie,The Edukators,2004.0,Drama Romance,7.5,30608
1309,movie,Mean Creek,2004.0,Crime Drama,7.2,30510
1310,movie,City Island,2009.0,Comedy Drama,7.4,30505
1313,movie,Drishyam,2013.0,Crime Drama Thriller,8.3,30398
1316,movie,Marshland,2014.0,Action Adventure Crime,7.3,30339
1317,movie,The Way,2010.0,Comedy Drama,7.4,30325
1318,movie,Magic Carpet Ride,2005.0,Comedy Drama,7.4,30304
1319,movie,99 Homes,2014.0,Drama,7.1,30204
1320,movie,Tyrannosaur,2011.0,Drama,7.6,30169
1321,movie,The Changeling,1980.0,Horror,7.2,30126
1322,movie,The Magician,2006.0,Comedy Drama,7.4,30124
1323,movie,The Hate U Give,2018.0,Crime Drama,7.4,29990
1326,movie,Duck You Sucker,1971.0,Drama War Western,7.6,29867
1327,movie,Cries & Whispers,1972.0,Drama,8.1,29858
1328,movie,The King of Staten Island,2020.0,Comedy Drama,7.1,29836
1329,movie,Interstate 60: Episodes of the Road,2002.0,Adventure Comedy Drama,7.7,29791
1332,movie,Jodhaa Akbar,2008.0,Action Drama History,7.6,29663
1333,movie,Searching for Bobby Fischer,1993.0,Biography Drama,7.4,29636
1334,movie,Anand,1971.0,Drama Musical,8.4,29583
1335,movie,In the House,2012.0,Drama Mystery Thriller,7.4,29582
1336,movie,White Oleander,2002.0,Drama,7.1,29535
1341,movie,The Brand New Testament,2015.0,Comedy Fantasy,7.1,29481
1342,movie,The Salton Sea,2002.0,Crime Drama Mystery,7.1,29464
1344,movie,Waar,2013.0,Action Crime Drama,7.9,29372
1346,movie,Raise the Red Lantern,1991.0,Drama History Romance,8.1,29355
1347,movie,Michael Collins,1996.0,Biography Drama Thriller,7.2,29349
1348,movie,Loveless,2017.0,Drama,7.6,29336
1349,movie,Police Story,1985.0,Action Comedy Crime,7.6,29328
1350,movie,Raanjhanaa,2013.0,Drama Romance,7.6,29316
1353,movie,The Glass Castle,2017.0,Biography Drama,7.1,29262
1355,movie,Gods and Monsters,1998.0,Biography Drama,7.3,29149
1358,movie,To Live and Die in L.A.,1985.0,Action Crime Drama,7.3,29051
1359,movie,Vampire Hunter D: Bloodlust,2000.0,Action Animation Fantasy,7.7,29044
1360,movie,8 Women,2002.0,Comedy Crime Musical,7.1,29035
1362,movie,Instructions Not Included,2013.0,Comedy Drama,7.5,28984
1367,movie,Micmacs,2009.0,Action Comedy Crime,7.2,28718
1368,movie,Piku,2015.0,Comedy Drama,7.6,28666
1369,movie,"Blood In, Blood Out",1993.0,Crime Drama,8.0,28664
1371,movie,And Now for Something Completely Different,1971.0,Comedy,7.6,28663
1372,movie,They Shall Not Grow Old,2018.0,Documentary History War,8.3,28651
1373,movie,Julieta,2016.0,Drama Mystery Romance,7.1,28637
1374,movie,Nixon,1995.0,Biography Drama History,7.1,28631
1375,movie,Howards End,1992.0,Drama Romance,7.4,28619
1377,movie,The End of the Tour,2015.0,Biography Drama,7.3,28612
1380,movie,Bad Education,2019.0,Biography Comedy Crime,7.1,28563
1381,movie,Get Carter,1971.0,Action Crime Thriller,7.4,28557
1382,movie,Dev.D,2009.0,Drama Romance,8.0,28554
1383,movie,In the Fade,2017.0,Crime Drama Thriller,7.1,28552
1384,movie,Death Note,2006.0,Crime Drama Fantasy,7.7,28509
1386,movie,Jeremiah Johnson,1972.0,Adventure Drama Western,7.6,28426
1389,movie,Mesrine: Public Enemy No. 1,2008.0,Action Biography Crime,7.5,28273
1390,movie,The Monster Squad,1987.0,Action Comedy Fantasy,7.1,28215
1391,movie,Live Flesh,1997.0,Drama,7.4,28212
1394,movie,The Barbarian Invasions,2003.0,Comedy Crime Drama,7.6,28170
1397,movie,Henry V,1989.0,Action Biography Drama,7.5,28058
1398,movie,Wake Up Sid,2009.0,Comedy Drama Romance,7.6,28004
1399,movie,Death on the Nile,1978.0,Crime Drama Mystery,7.3,27997
1400,movie,You Can Count on Me,2000.0,Drama,7.5,27991
1402,movie,Belle,2013.0,Biography Drama Romance,7.3,27975
1404,movie,The Greatest Game Ever Played,2005.0,Biography Drama Sport,7.4,27962
1407,movie,All That Jazz,1979.0,Drama Music Musical,7.9,27940
1410,movie,Weekend,2011.0,Drama Romance,7.6,27889
1411,movie,Lone Star,1996.0,Drama Mystery,7.4,27850
1412,movie,Cobain: Montage of Heck,2015.0,Animation Biography Documentary,7.5,27829
1413,movie,Another Year,2010.0,Comedy Drama,7.3,27738
1415,movie,The Pink Panther Strikes Again,1976.0,Comedy Crime,7.2,27735
1416,movie,The Getaway,1972.0,Action Crime Thriller,7.4,27728
1418,movie,Tracks,2013.0,Adventure Biography Drama,7.2,27682
1419,movie,Tsotsi,2005.0,Crime Drama,7.2,27640
1420,movie,A Street Cat Named Bob,2016.0,Biography Drama Family,7.4,27630
1422,movie,Some Kind of Wonderful,1987.0,Drama Romance,7.1,27600
1423,movie,Things We Lost in the Fire,2007.0,Drama,7.2,27568
1424,movie,Joyeux Noel,2005.0,Drama History Music,7.7,27565
1426,movie,I Killed My Mother,2009.0,Drama Romance,7.5,27537
1428,movie,Knockin' on Heaven's Door,1997.0,Action Comedy Crime,8.0,27499
1429,movie,Stree,2018.0,Comedy Horror,7.6,27493
1432,movie,Fireworks,1997.0,Crime Drama Romance,7.8,27464
1433,movie,On Golden Pond,1981.0,Drama,7.6,27426
1435,movie,Badhaai Ho,2018.0,Comedy Drama,8.0,27384
1436,movie,Delhi Belly,2011.0,Action Comedy Crime,7.6,27341
1437,movie,A Brilliant Young Mind,2014.0,Drama Romance,7.1,27302
1438,movie,This Film Is Not Yet Rated,2006.0,Documentary,7.5,27295
1439,movie,Rabbit-Proof Fence,2002.0,Adventure Biography Drama,7.4,27293
1440,movie,Husbands and Wives,1992.0,Comedy Drama Romance,7.5,27285
1442,movie,Heartbeats,2010.0,Drama Romance,7.1,27184
1443,movie,The Boy Who Harnessed the Wind,2019.0,Drama,7.6,27061
1445,movie,Mohabbatein,2000.0,Drama Musical Romance,7.1,27041
1446,movie,Vikram Vedha,2017.0,Action Crime Drama,8.5,27037
1447,movie,Tangerine,2015.0,Comedy Crime Drama,7.1,26993
1449,movie,Three Identical Strangers,2018.0,Biography Documentary Drama,7.7,26933
1450,movie,The Good Lie,2014.0,Biography Drama,7.4,26918
1451,movie,The China Syndrome,1979.0,Drama Thriller,7.4,26913
1452,movie,Broadcast News,1987.0,Comedy Drama Romance,7.2,26891
1453,movie,Ruby & Quentin,2003.0,Comedy Crime,7.1,26880
1454,movie,Udta Punjab,2016.0,Action Crime Drama,7.8,26875
1456,movie,What the Health,2017.0,Documentary,7.4,26779
1458,movie,Blindspotting,2018.0,Comedy Crime Drama,7.4,26745
1459,movie,Honey Boy,2019.0,Drama,7.3,26740
1460,movie,Tumbbad,2018.0,Drama Fantasy Horror,8.3,26717
1461,movie,What Maisie Knew,2012.0,Drama,7.4,26683
1462,movie,Waiting for Guffman,1996.0,Comedy,7.5,26672
1463,movie,Runaway Train,1985.0,Action Adventure Drama,7.2,26668
1464,movie,Somewhere in Time,1980.0,Drama Fantasy Romance,7.2,26655
1465,movie,Dil Se..,1998.0,Drama Romance,7.6,26582
1466,movie,Lupin the 3rd: Castle of Cagliostro,1979.0,Adventure Animation Family,7.7,26573
1468,movie,Murder in the First,1995.0,Drama Thriller,7.3,26524
1470,movie,Peaceful Warrior,2006.0,Drama Romance Sport,7.3,26508
1471,movie,Only Yesterday,1991.0,Animation Drama Romance,7.6,26501
1472,movie,Testament of Youth,2014.0,Biography Drama History,7.3,26462
1476,movie,Secretariat,2010.0,Biography Drama Family,7.2,26373
1477,movie,The Taking of Pelham One Two Three,1974.0,Action Crime Thriller,7.7,26371
1478,movie,Miss Pettigrew Lives for a Day,2008.0,Comedy Romance,7.1,26367
1479,movie,Fist of Fury,1972.0,Action Drama Romance,7.4,26364
1480,movie,Vanishing Point,1971.0,Action Crime Thriller,7.2,26356
1481,movie,Mandela: Long Walk to Freedom,2013.0,Biography Drama History,7.1,26355
1482,movie,Sophie Scholl: The Final Days,2005.0,Biography Crime Drama,7.6,26344
1483,movie,The Blue Elephant,2014.0,Drama Horror Mystery,8.1,26331
1486,movie,Max Manus,2008.0,Action Biography Drama,7.3,26293
1487,movie,Jesus Camp,2006.0,Documentary,7.4,26293
1488,movie,Highway,2014.0,Crime Drama Romance,7.6,26271
1490,movie,The Kid with a Bike,2011.0,Drama Family,7.4,26239
1492,movie,On the Basis of Sex,2018.0,Biography Drama,7.1,26223
1493,movie,Joint Security Area,2000.0,Action Drama Thriller,7.8,26207
1494,movie,Pump Up the Volume,1990.0,Comedy Drama Music,7.2,26179
1496,movie,Dragon Ball Z: Battle of Gods,2013.0,Action Adventure Animation,7.2,26123
1497,movie,Before the Flood,2016.0,Documentary News,8.3,26086
1498,movie,Tanu Weds Manu Returns,2015.0,Comedy Drama Romance,7.6,26073
1503,movie,Summer Wars,2009.0,Action Adventure Animation,7.5,25984
1504,movie,A Mighty Wind,2003.0,Comedy Music,7.2,25942
1505,movie,Kabir Singh,2019.0,Drama Romance,7.1,25929
1506,movie,Gettysburg,1993.0,Drama History War,7.6,25920
1507,movie,Mask,1985.0,Biography Drama,7.2,25903
1508,movie,The Long Goodbye,1973.0,Comedy Crime Drama,7.6,25883
1511,movie,The Magdalene Sisters,2002.0,Drama,7.7,25822
1513,movie,Fallen Angels,1995.0,Comedy Crime Drama,7.7,25771
1514,movie,I Lost My Body,2019.0,Animation Drama Fantasy,7.6,25768
1515,movie,Autumn Sonata,1978.0,Drama Music,8.2,25760
1516,movie,Department Q: The Keeper of Lost Causes,2013.0,Crime Drama Mystery,7.2,25725
1517,movie,SLC Punk!,1998.0,Comedy Drama Music,7.5,25722
1518,movie,Baazigar,1993.0,Crime Drama Musical,7.7,25709
1520,movie,Roger & Me,1989.0,Documentary,7.4,25559
1521,movie,Mr. Church,2016.0,Comedy Drama,7.6,25416
1522,movie,Mystery Train,1989.0,Comedy Crime Drama,7.6,25399
1525,movie,Jaane Tu,2008.0,Comedy Drama Romance,7.4,25347
1526,movie,Time of the Gypsies,1988.0,Comedy Crime Drama,8.3,25343
1527,movie,Holiday: A Soldier is Never Off Duty,2014.0,Action Thriller,7.2,25321
1532,movie,A Love Song for Bobby Long,2004.0,Drama,7.1,25096
1533,movie,Thief,1981.0,Action Crime Drama,7.4,25075
1536,movie,Jesus Christ Superstar,1973.0,Drama History Musical,7.4,25052
1537,movie,The Little Death,2014.0,Comedy Drama Romance,7.1,25025
1539,movie,Cross of Iron,1977.0,Drama War,7.5,24978
1540,movie,Waking Ned Devine,1998.0,Comedy,7.3,24970
1541,movie,Possession,1981.0,Drama Horror,7.4,24956
1542,movie,The Return of the Pink Panther,1975.0,Comedy Crime Mystery,7.1,24949
1543,movie,Farewell My Concubine,1993.0,Drama Music Romance,8.1,24839
1544,movie,Raazi,2018.0,Action Drama Thriller,7.8,24833
1545,movie,Strictly Ballroom,1992.0,Comedy Drama Music,7.2,24831
1547,movie,Pom Poko,1994.0,Animation Comedy Drama,7.3,24803
1548,movie,Enthiran,2010.0,Action Sci-Fi,7.1,24798
1549,movie,The World According to Garp,1982.0,Comedy Drama,7.2,24762
1550,movie,Speak,2004.0,Drama,7.3,24725
1552,movie,Nobody Knows,2004.0,Drama,8.1,24674
1553,movie,Fantastic Planet,1973.0,Animation Sci-Fi,7.8,24649
1556,movie,God's Own Country,2017.0,Drama Romance,7.7,24542
1558,movie,In Order of Disappearance,2014.0,Action Crime Drama,7.2,24491
1559,movie,Frozen River,2008.0,Crime Drama,7.1,24490
1560,movie,The Bounty,1984.0,Adventure Drama History,7.1,24482
1561,movie,"Play It Again, Sam",1972.0,Comedy Romance,7.6,24465
1564,movie,Goodbye Christopher Robin,2017.0,Biography Drama,7.1,24444
1568,movie,Control,2003.0,Comedy Crime Drama,7.6,24321
1569,movie,The Secret Life of Bees,2008.0,Drama,7.3,24296
1570,movie,The Big Boss,1971.0,Action Crime Drama,7.1,24294
1574,movie,The Last Unicorn,1982.0,Adventure Animation Drama,7.5,24213
1575,movie,Hoop Dreams,1994.0,Documentary Drama Sport,8.3,24212
1576,movie,The Bélier Family,2014.0,Comedy Drama Music,7.3,24198
1578,movie,Mersal,2017.0,Action Thriller,7.6,24185
1579,movie,The Sacrifice,1986.0,Drama,8.1,24143
1581,movie,My Life Without Me,2003.0,Drama Romance,7.5,24108
1582,movie,Kaabil,2017.0,Action Crime Drama,7.1,24057
1585,movie,The Art of Racing in the Rain,2019.0,Comedy Drama Romance,7.6,24009
1586,movie,You're Not You,2014.0,Drama,7.3,24002
1587,movie,Fathers & Daughters,2015.0,Drama,7.1,23984
1591,movie,Barney's Version,2010.0,Comedy Drama,7.3,23916
1593,movie,Capturing the Friedmans,2003.0,Biography Documentary,7.7,23911
1594,movie,Before Night Falls,2000.0,Biography Drama Romance,7.2,23889
1596,movie,Vera Drake,2004.0,Crime Drama,7.6,23861
1597,movie,Jean de Florette,1986.0,Comedy Drama,8.0,23847
1598,movie,Amazing Grace,2006.0,Biography Drama History,7.4,23816
1599,movie,Juice,1992.0,Action Crime Drama,7.1,23809
1600,movie,Sarfarosh,1999.0,Action Drama,8.1,23802
1602,movie,Dreams,1990.0,Drama Fantasy,7.8,23780
1603,movie,Broadway Danny Rose,1984.0,Comedy,7.4,23777
1604,movie,Little White Lies,2010.0,Comedy Drama,7.1,23766
1607,movie,Ludo,2020.0,Action Comedy Crime,7.6,23690
1608,movie,On Body and Soul,2017.0,Drama Fantasy Mystery,7.6,23668
1610,movie,Nashville,1975.0,Comedy Drama Music,7.7,23584
1612,movie,Where to Invade Next,2015.0,Comedy Documentary,7.5,23502
1613,movie,Dersu Uzala,1975.0,Adventure Biography Drama,8.3,23499
1614,movie,The Brave Little Toaster,1987.0,Adventure Animation Family,7.3,23487
1615,movie,Ip Man 4: The Finale,2019.0,Action Biography Drama,7.1,23454
1619,movie,Thuppakki,2012.0,Action Thriller,7.9,23415
1622,movie,Masaan,2015.0,Drama,8.2,23372
1627,movie,Rustom,2016.0,Crime Drama Thriller,7.1,23250
1628,movie,Monsoon Wedding,2001.0,Comedy Drama Romance,7.3,23239
1629,movie,Spectacle,2015.0,Comedy Drama Romance,7.3,23214
1630,movie,Bloody Sunday,2002.0,Drama History War,7.6,23197
1631,movie,My Name Is Nobody,1973.0,Comedy Western,7.5,23173
1633,movie,Immortal Beloved,1994.0,Biography Drama Music,7.4,23116
1636,movie,Millennium Actress,2001.0,Animation Drama Fantasy,7.9,23079
1637,movie,Taste of Cherry,1997.0,Drama,7.7,23074
1638,movie,No,2012.0,Drama,7.4,23045
1639,movie,Kapoor & Sons,2016.0,Comedy Drama Family,7.7,23032
1642,movie,Human Traffic,1999.0,Comedy Music,7.1,22962
1643,movie,Raatchasan,2018.0,Action Crime Thriller,8.7,22949
