,titleType,primaryTitle,startYear,genres,averageRating,numVotes
1361,movie,96,2018.0,Drama Romance,8.6,18190
1364,movie,A Dog's Journey,2019.0,Adventure Comedy Drama,7.5,18160
1366,movie,Freier Fall,2013.0,Drama,7.6,18105
1368,movie,Carandiru,2003.0,Crime Drama,7.6,18078
1370,movie,Aquarius,2016.0,Drama,7.5,18025
1371,movie,Wheels,2014.0,Drama,8.7,18015
1376,movie,Magadheera,2009.0,Action Drama Fantasy,7.6,17970
1380,movie,Dum Laga Ke Haisha,2015.0,Comedy Drama Romance,7.5,17857
1381,movie,Turtles Can Fly,2004.0,Drama War,8.1,17852
1385,movie,Earthlings,2005.0,Documentary,8.7,17813
1392,movie,Sivaji,2007.0,Action Drama Thriller,7.5,17679
1393,movie,Les Misérables,2019.0,Crime Drama Thriller,7.6,17675
1394,movie,Manjhi: The Mountain Man,2015.0,Adventure Biography Drama,8.0,17666
1397,movie,King of Devil's Island,2010.0,Action Drama,7.5,17602
1400,movie,Jolly LLB,2013.0,Comedy Drama,7.5,17476
1401,movie,Zeitgeist: Moving Forward,2011.0,Documentary,8.1,17476
1402,movie,Rudderless,2014.0,Comedy Drama Music,7.5,17472
1403,movie,Evangelion: 1.0 You Are (Not) Alone,2007.0,Action Animation Drama,7.7,17466
1405,movie,Knife,2014.0,Action Drama,7.9,17429
1407,movie,Bad Genius,2017.0,Comedy Crime Drama,7.6,17404
1409,movie,O.J.: Made in America,2016.0,Biography Crime Documentary,8.9,17369
1411,movie,The Concert,2009.0,Comedy Drama Music,7.6,17315
1412,movie,Metallica: Some Kind of Monster,2004.0,Documentary Music,7.5,17293
1414,movie,Bilal: A New Breed of Hero,2015.0,Action Adventure Animation,7.9,17265
1423,movie,One Cut of the Dead,2017.0,Comedy Horror,7.7,17109
1424,movie,Encounters at the End of the World,2007.0,Documentary,7.7,17103
1426,movie,24,2016.0,Action Sci-Fi Thriller,7.8,17050
1437,movie,Premam,2015.0,Comedy Drama Romance,8.3,16783
1440,movie,Enron: The Smartest Guys in the Room,2005.0,Biography Documentary History,7.6,16763
1442,movie,Waves,2019.0,Drama Romance Sport,7.6,16741
1454,movie,Newton,2017.0,Comedy Drama,7.7,16422
1455,movie,Tickled,2016.0,Documentary Mystery,7.6,16418
1458,movie,Anbe Sivam,2003.0,Adventure Comedy Drama,8.7,16392
1462,movie,Thani Oruvan,2015.0,Action Crime Thriller,8.4,16361
1463,movie,Castaway on the Moon,2009.0,Drama Romance,8.1,16348
1466,movie,Miracle in Cell No. 7,2013.0,Comedy Drama,8.2,16332
1471,movie,As It Is in Heaven,2004.0,Comedy Drama Music,7.5,16239
1474,movie,Oye Lucky! Lucky Oye!,2008.0,Comedy Crime Drama,7.7,16191
1479,movie,Bangalore Days,2014.0,Comedy Drama Romance,8.3,16126
1484,movie,Maudie,2016.0,Biography Drama Romance,7.6,16027
1485,movie,Elle s'appelait Sarah,2010.0,Drama War,7.5,16025
1492,movie,Iqbal,2005.0,Drama Sport,8.1,15796
1496,movie,The Turin Horse,2011.0,Drama,7.8,15759
1501,movie,Dolls,2002.0,Drama Romance,7.6,15664
1503,movie,A Taxi Driver,2017.0,Action Drama History,7.9,15618
1505,movie,The Internet's Own Boy: The Story of Aaron Swartz,2014.0,Biography Crime Documentary,8.0,15570
1507,movie,Gangaajal,2003.0,Action Crime Drama,7.8,15558
1510,movie,The Game Changers,2018.0,Documentary,7.9,15529
1512,movie,Anvil: The Story of Anvil,2008.0,Biography Documentary Drama,7.9,15520
1513,movie,Sorry We Missed You,2019.0,Drama,7.6,15472
1514,movie,Evangelion: 2.0 You Can (Not) Advance,2009.0,Action Animation Drama,8.0,15457
1519,movie,Bharath Ane Nenu,2018.0,Action Drama,7.7,15340
1533,movie,Müslüm,2018.0,Biography Drama Music,7.8,15153
1538,movie,The Consequences of Love,2004.0,Crime Drama Romance,7.5,15128
1539,movie,Shahid,2012.0,Biography Drama,8.2,15078
1557,movie,Meru,2015.0,Documentary Sport,7.7,14878
1561,movie,Never Look Away,2018.0,Biography Drama Romance,7.7,14850
1562,movie,Sword of the Stranger,2007.0,Action Adventure Animation,7.8,14827
1563,movie,Happy as Lazzaro,2018.0,Drama Fantasy,7.5,14827
1564,movie,Life Itself,2014.0,Biography Documentary,7.8,14820
1565,movie,Life in a Day,2011.0,Documentary Drama,7.6,14820
1566,movie,Telling Tales,2015.0,Comedy Fantasy Romance,7.5,14817
1570,movie,Son of the Bride,2001.0,Comedy Drama,7.8,14713
1571,movie,The Legend of Bhagat Singh,2002.0,Action Biography Drama,8.1,14655
1577,movie,The Insult,2017.0,Crime Drama Thriller,7.7,14563
1580,movie,Pina,2011.0,Documentary Music,7.7,14437
1581,movie,Company,2002.0,Action Crime Drama,8.0,14428
1586,movie,Rory O'Shea Was Here,2004.0,Comedy Drama,7.8,14326
1590,movie,"You, the Living",2007.0,Comedy Drama Music,7.5,14300
1594,movie,The Dawn Wall,2017.0,Biography Documentary Sport,8.1,14285
1596,movie,The Class,2007.0,Drama,7.9,14258
1597,movie,Water,2005.0,Drama,7.7,14251
1598,movie,The Lizard,2004.0,Comedy Drama,8.5,14250
1601,movie,Anniyan,2005.0,Action Drama Thriller,8.2,14236
1607,movie,Nayak: The Real Hero,2001.0,Action Drama Thriller,7.8,14195
1608,movie,Earth,2007.0,Documentary,8.0,14171
1617,movie,Elling,2001.0,Comedy Drama,7.5,13995
1622,movie,Sidewalls,2011.0,Comedy Drama,7.5,13925
1625,movie,12,2007.0,Crime Drama Thriller,7.7,13892
1628,movie,Gulaal,2009.0,Crime Drama Thriller,8.1,13830
1635,movie,My Octopus Teacher,2020.0,Documentary,8.3,13717
1637,movie,Revanche,2008.0,Crime Drama Romance,7.5,13697
1644,movie,The Death of Mr. Lazarescu,2005.0,Comedy Drama,7.9,13665
1645,movie,Ghost in the Shell 2.0,2008.0,Action Adventure Animation,8.0,13647
1646,movie,Still Walking,2008.0,Drama,7.9,13621
1650,movie,To the Forest of Firefly Lights,2011.0,Animation Drama Fantasy,7.9,13489
1651,movie,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003.0,Action Adventure Animation,7.8,13473
1655,movie,Honeyland,2019.0,Documentary Drama,8.0,13440
1660,movie,TPB AFK: The Pirate Bay Away from Keyboard,2013.0,Documentary,7.5,13373
1671,movie,A Touch of Spice,2003.0,Comedy Drama,7.5,13251
1672,movie,Frantz,2016.0,Drama History Romance,7.5,13238
1678,movie,Omar,2013.0,Crime Drama Romance,7.5,13157
1681,movie,October,2018.0,Drama Romance,7.5,13149
1682,movie,Marley,2012.0,Biography Documentary Music,8.0,13142
1683,movie,Madaari,2016.0,Adventure Drama Thriller,7.6,13134
1685,movie,Mondays in the Sun,2002.0,Comedy Drama,7.6,13119
1688,movie,Finding Vivian Maier,2013.0,Biography Documentary Mystery,7.7,13086
1690,movie,Bigger Stronger Faster*,2008.0,Documentary Sport,7.6,13072
1695,movie,Diego Maradona,2019.0,Biography Documentary Sport,7.7,13050
1698,movie,Ghajini,2005.0,Action Drama Mystery,7.5,13040
1700,movie,Hungama,2003.0,Comedy Drama Romance,7.5,13028
1702,movie,The Second Mother,2015.0,Comedy Drama,7.8,13007
1706,movie,Side by Side,2012.0,Documentary,7.6,12993
1711,movie,Kedi,2016.0,Documentary,7.7,12922
1712,movie,Free to Play,2014.0,Action Documentary,7.9,12901
1713,movie,The Band's Visit,2007.0,Comedy Drama Music,7.5,12840
1715,movie,Karwaan,2018.0,Comedy Drama,7.5,12795
1722,movie,Winter on Fire: Ukraine's Fight for Freedom,2015.0,Documentary,8.4,12633
1725,movie,Mankatha,2011.0,Action Crime Thriller,7.6,12568
1727,movie,Shaadi Mein Zaroor Aana,2017.0,Drama Romance,7.6,12556
1728,movie,Lootcase,2020.0,Comedy Crime,7.6,12554
1730,movie,Tekkonkinkreet,2006.0,Action Adventure Animation,7.6,12530
1731,movie,Pokiri,2006.0,Action Crime Thriller,7.9,12529
1739,movie,Nowhere in Africa,2001.0,Biography Drama History,7.5,12439
1744,movie,Philanthropy,2002.0,Comedy Drama,8.5,12389
1746,movie,Bang Bang You're Dead,2002.0,Crime Drama Thriller,7.8,12388
1751,movie,RangiTaranga,2015.0,Mystery Thriller,8.3,12359
1753,movie,It Might Get Loud,2008.0,Documentary Music,7.6,12342
1755,movie,Cocaine Cowboys,2006.0,Crime Documentary History,7.8,12340
1758,movie,Stories We Tell,2012.0,Documentary,7.5,12331
1760,movie,Peranbu,2018.0,Drama,9.0,12320
1768,movie,Our Little Sister,2015.0,Drama Family,7.5,12266
1771,movie,RBG,2018.0,Biography Documentary,7.6,12238
1772,movie,Dogtown and Z-Boys,2001.0,Documentary Sport,7.7,12233
1773,movie,Snow Cake,2006.0,Drama Romance,7.5,12221
1776,movie,Let's Sin,2014.0,Action Crime Drama,7.8,12208
1777,movie,Destiny,2006.0,Drama,7.9,12200
1778,movie,Life Is a Miracle,2004.0,Comedy Drama Music,7.6,12189
1780,movie,"What Happened, Miss Simone?",2015.0,Biography Documentary Music,7.6,12154
1782,movie,Tyson,2008.0,Biography Documentary Sport,7.5,12139
1783,movie,Sound City,2013.0,Documentary Music,7.8,12128
1786,movie,Who Killed the Electric Car?,2006.0,Documentary,7.6,12106
1787,movie,Dhuruvangal Pathinaaru,2016.0,Action Crime Mystery,8.3,12100
1799,movie,Athadu,2005.0,Action Thriller,8.2,11916
1800,movie,The Secret Life of Words,2005.0,Drama Romance,7.5,11889
1803,movie,Spellbound,2002.0,Comedy Documentary Thriller,7.5,11860
1804,movie,Takva: A Man's Fear of God,2006.0,Drama,7.5,11860
1811,movie,Rurouni Kenshin Part II: Kyoto Inferno,2014.0,Action Adventure Drama,7.6,11815
1817,movie,The Ghazi Attack,2017.0,Action Thriller War,7.6,11775
1821,movie,The Look of Silence,2014.0,Biography Documentary History,8.3,11721
1827,movie,Corpus Christi,2019.0,Drama,7.7,11669
1829,movie,Love Exposure,2008.0,Action Comedy Drama,8.1,11662
1830,movie,Metal: A Headbanger's Journey,2005.0,Documentary Music,8.1,11660
1831,movie,The Fool,2014.0,Crime Drama Thriller,8.0,11630
1832,movie,Where Do We Go Now?,2011.0,Comedy Drama,7.5,11629
1833,movie,Forks Over Knives,2011.0,Documentary,7.7,11627
1842,movie,Ustad Hotel,2012.0,Comedy Drama Family,8.2,11530
1848,movie,Winged Migration,2001.0,Documentary,7.9,11485
1849,movie,Beyond the Hills,2012.0,Drama,7.5,11459
1850,movie,Fed Up,2014.0,Documentary,7.7,11456
1851,movie,Johnny the Traitor,2007.0,Crime Drama Mystery,7.8,11448
1852,movie,Lucia,2013.0,Drama Sci-Fi Thriller,8.3,11440
1855,movie,Vavien,2009.0,Comedy Drama Thriller,7.5,11402
1861,movie,Section 375,2019.0,Drama Mystery,8.1,11352
1862,movie,Redline,2009.0,Action Animation Sci-Fi,7.5,11337
1866,movie,Saala Khadoos,2016.0,Action Drama Sport,7.6,11267
1869,movie,Sairat,2016.0,Drama Romance,8.3,11255
1871,movie,The Beatles: Eight Days a Week - The Touring Years,2016.0,Documentary Music,7.8,11241
1873,movie,Montevideo: Taste of a Dream,2010.0,Adventure Comedy Drama,8.2,11231
1881,movie,Bheja Fry,2007.0,Comedy Drama,7.6,11139
1885,movie,Silenced,2011.0,Drama,8.1,11079
1887,movie,Srimanthudu,2015.0,Action Drama,7.5,11072
1890,movie,Killing the Shadows,2006.0,Comedy Drama History,7.5,11051
1892,movie,The Last: Naruto the Movie,2014.0,Action Adventure Animation,7.6,11024
1895,movie,The Island,2006.0,Drama,7.9,11015
1897,movie,Beyond the Gates,2005.0,Drama History War,7.7,11004
1900,movie,Machuca,2004.0,Biography Drama History,7.7,10913
1906,movie,Cars of the Revolution,2008.0,Drama,8.0,10885
1907,movie,"20,000 Days on Earth",2014.0,Documentary Drama Music,7.5,10875
1909,movie,It's Such a Beautiful Day,2012.0,Animation Comedy Drama,8.3,10839
1911,movie,Last Life in the Universe,2003.0,Comedy Drama Romance,7.5,10801
1918,movie,Brothers,2004.0,Drama War,7.5,10741
1919,movie,Aruvi,2016.0,Drama,8.5,10729
1920,movie,Kaithi,2019.0,Action Thriller,8.5,10703
1921,movie,Faces Places,2017.0,Documentary,7.9,10667
1928,movie,Waiting for 'Superman',2010.0,Documentary,7.5,10641
1930,movie,Two Lottery Tickets,2016.0,Comedy,7.7,10609
1931,movie,My Way,2011.0,Action Drama War,7.7,10601
1932,movie,Aamir,2008.0,Action Crime Drama,7.7,10591
1937,movie,Poetry,2010.0,Drama,7.8,10549
1939,movie,George Harrison: Living in the Material World,2011.0,Biography Documentary Music,8.2,10531
1940,movie,Vada Chennai,2018.0,Action Crime Drama,8.5,10512
1942,movie,Berserk: The Golden Age Arc I - The Egg of the King,2012.0,Action Adventure Animation,7.6,10474
1946,movie,Tell Me Who I Am,2019.0,Documentary Drama Mystery,7.6,10445
1950,movie,Hichki,2018.0,Comedy Drama,7.5,10414
1952,movie,The Miracle,2015.0,Comedy Drama Romance,7.6,10403
1961,movie,Blancanieves,2012.0,Drama Fantasy,7.5,10359
1965,movie,City of Life and Death,2009.0,Drama History War,7.7,10309
1975,movie,Trapped,2016.0,Drama Thriller,7.5,10258
1977,movie,The Red Pill,2016.0,Documentary,8.2,10245
1978,movie,Virunga,2014.0,Documentary War,8.2,10239
1983,movie,GasLand,2010.0,Documentary,7.7,10183
1989,movie,Oasis: Supersonic,2016.0,Biography Documentary Music,7.9,10132
1996,movie,Asuran,2019.0,Action Drama,8.5,10093
1999,movie,Jigarthanda,2014.0,Action Crime Drama,8.3,10064
2003,movie,Ankhon Dekhi,2013.0,Comedy Drama,8.0,10025
2008,movie,Geetha Govindam,2018.0,Drama Romance,7.7,10007
2012,movie,Birds of Passage,2018.0,Crime Drama,7.5,9972
2016,movie,Stanley Kubrick: A Life in Pictures,2001.0,Biography Documentary,8.0,9921
2017,movie,All or Nothing,2002.0,Drama,7.5,9919
2024,movie,Us,2014.0,Comedy Drama Fantasy,8.0,9870
2026,movie,Fireworks Wednesday,2006.0,Drama Mystery Romance,7.7,9854
2028,movie,Murderball,2005.0,Documentary Sport,7.7,9819
2029,movie,Theeran Adhigaram Ondru,2017.0,Action Crime Thriller,8.2,9817
2030,movie,Vaaranam Aayiram,2008.0,Drama Musical Romance,8.1,9816
2032,movie,Deliver Us from Evil,2006.0,Crime Documentary,7.9,9808
2039,movie,West of Memphis,2012.0,Crime Documentary,7.9,9784
2045,movie,Why We Fight,2005.0,Documentary History War,8.0,9727
2049,movie,Weiner,2016.0,Documentary,7.6,9678
2052,movie,The Distinguished Citizen,2016.0,Comedy Drama,7.5,9673
2053,movie,South Wind,2018.0,Crime Drama Thriller,8.1,9658
2066,movie,Open Hearts,2002.0,Drama Romance,7.5,9554
2068,movie,My Grandfather's People,2011.0,Comedy Drama Family,8.0,9540
2069,movie,Mahanati,2018.0,Biography Drama,8.5,9537
2076,movie,Champion,2018.0,Biography Drama Romance,8.3,9495
2080,movie,"When I Grow Up, I'll Be a Kangaroo",2004.0,Comedy,8.4,9480
2082,movie,The Man Who Copied,2003.0,Comedy Crime Drama,7.6,9465
2084,movie,Lovelorn,2005.0,Drama,7.8,9460
2086,movie,The Song of Sparrows,2008.0,Drama Family,7.9,9436
2090,movie,Maqbool,2003.0,Crime Drama Thriller,8.1,9415
2095,movie,Behzat Ç.: Seni Kalbime Gömdüm,2011.0,Action Crime Mystery,7.6,9380
2101,movie,Tuntematon sotilas,2017.0,Drama War,7.8,9349
2104,movie,Submarino,2010.0,Drama,7.5,9342
2105,movie,An Honest Liar,2014.0,Biography Comedy Documentary,7.5,9338
2108,movie,Life and a Day,2016.0,Drama,8.2,9331
2113,movie,The Devil and Daniel Johnston,2005.0,Biography Documentary Music,7.9,9285
2115,movie,Super Deluxe,2019.0,Comedy Crime Drama,8.4,9266
2116,movie,Ivy,2015.0,Drama Fantasy Thriller,8.1,9254
2117,movie,Armadillo,2010.0,Documentary War,7.5,9254
2120,movie,Paradise Lost 3: Purgatory,2011.0,Crime Documentary,8.1,9221
2122,movie,That Sugar Film,2014.0,Documentary,7.5,9219
2123,movie,You Are the Apple of My Eye,2011.0,Comedy Drama Romance,7.6,9219
2125,movie,Survive Style 5+,2004.0,Fantasy Mystery Romance,7.6,9208
2138,movie,When You're Strange,2009.0,Documentary Music,7.7,9114
2142,movie,The First Day of the Rest of Your Life,2008.0,Drama,7.6,9084
2143,movie,Thou Gild'st the Even,2013.0,Drama Fantasy Romance,7.9,9079
2144,movie,In the Name of God,2007.0,Drama,8.4,9069
2150,movie,Oceans,2009.0,Documentary,7.8,9044
2154,movie,Everything About Mustafa,2004.0,Drama Thriller,7.6,9025
2158,movie,Dirty Wars,2013.0,Crime Documentary History,7.5,8986
2159,movie,Day of the Wacko,2002.0,Comedy Drama Romance,8.1,8966
2160,movie,Tupac: Resurrection,2003.0,Biography Documentary Music,7.9,8956
2161,movie,The Son,2002.0,Drama Mystery,7.6,8953
2164,movie,Fortress of War,2010.0,Action Drama History,7.5,8937
2166,movie,Tokyo Sonata,2008.0,Drama,7.5,8906
2174,movie,Nannaku Prematho,2016.0,Action Drama Thriller,7.6,8826
2176,movie,The Trap,2007.0,Crime Drama Thriller,7.9,8823
2177,movie,Zero Days,2016.0,Documentary,7.8,8809
2180,movie,System Crasher,2019.0,Drama,7.8,8796
2181,movie,Soodhu Kavvum,2013.0,Comedy Crime Thriller,8.3,8792
2185,movie,And Then We Danced,2019.0,Drama Romance,7.8,8745
2196,movie,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012.0,Action Adventure Animation,7.8,8692
2197,movie,The Tashkent Files,2019.0,Drama Mystery Thriller,7.8,8688
2202,movie,Twin Peaks: The Missing Pieces,2014.0,Drama Horror Mystery,7.7,8670
2203,movie,Whisper If I Forget,2014.0,Drama Music Romance,7.5,8670
2210,movie,Aftershock,2010.0,Drama History,7.5,8621
2212,movie,In This Corner of the World,2016.0,Animation Drama Family,7.8,8613
2218,movie,Requiem for the American Dream,2015.0,Biography Documentary News,8.1,8579
2220,movie,Rurouni Kenshin Part III: The Legend Ends,2014.0,Action Adventure Drama,7.6,8577
2221,movie,The Square,2013.0,Documentary Drama History,8.1,8576
2223,movie,Bol,2011.0,Drama,8.2,8558
2225,movie,Muhammad: The Messenger of God,2015.0,Biography Drama History,7.5,8555
2229,movie,For Sama,2019.0,Documentary War,8.5,8531
2230,movie,Frozen Stiff,2002.0,Comedy Drama,8.4,8514
2232,movie,Kumbalangi Nights,2019.0,Comedy Drama Romance,8.6,8513
2236,movie,Bommarillu,2006.0,Comedy Drama Romance,8.2,8482
2245,movie,"Fat, Sick & Nearly Dead",2010.0,Documentary,7.5,8430
2249,movie,Okkadu,2003.0,Action Romance Sport,8.0,8407
2258,movie,Mind Game,2004.0,Adventure Animation Comedy,7.8,8321
2259,movie,Pariyerum Perumal,2018.0,Drama,8.7,8310
2261,movie,Boruto: Naruto The Movie,2015.0,Action Adventure Animation,7.9,8287
2262,movie,Ballon,2018.0,Drama History Thriller,7.5,8281
2263,movie,Waste Land,2010.0,Documentary,7.9,8279
2264,movie,Chasing Ice,2012.0,Biography Documentary,7.8,8275
2266,movie,The Classic,2003.0,Drama Romance,7.8,8262
2269,movie,A Twelve-Year Night,2018.0,Biography Crime Drama,7.6,8244
2270,movie,Liza the Fox-Fairy,2015.0,Comedy Fantasy Romance,7.6,8244
2271,movie,Berserk: The Golden Age Arc III - The Advent,2013.0,Action Adventure Animation,7.9,8232
2276,movie,Always,2011.0,Action Drama Romance,7.8,8214
2285,movie,Oasis,2002.0,Drama Romance,7.9,8166
2288,movie,The Third Half,2012.0,Drama History Romance,7.7,8153
2293,movie,No End in Sight,2007.0,Documentary War,8.2,8139
2295,movie,Ab Tak Chhappan,2004.0,Action Crime Drama,7.8,8130
2299,movie,Khaleja,2010.0,Action Comedy Fantasy,7.5,8107
2302,movie,The Five Obstructions,2003.0,Documentary,7.5,8081
2305,movie,Sound of Metal,2019.0,Drama Music,7.8,8072
2306,movie,The Phantom of the Opera at the Royal Albert Hall,2011.0,Drama Music Musical,8.8,8071
2310,movie,Ghilli,2004.0,Action Romance,7.6,8038
2311,movie,Custody,2017.0,Drama,7.5,8035
2313,movie,El infierno,2010.0,Action Comedy Crime,7.8,7990
2319,movie,Metro Manila,2013.0,Crime Drama,7.6,7941
2324,movie,Simon,2004.0,Comedy Drama,7.9,7919
2326,movie,See You Up There,2017.0,Comedy Crime Drama,7.5,7896
2331,movie,All About Lily Chou-Chou,2001.0,Crime Drama Music,7.6,7880
2332,movie,Uppi 2,2015.0,Action Mystery Thriller,8.0,7876
2335,movie,The Class of '92,2013.0,Documentary Sport,8.0,7856
2338,movie,Bus 174,2002.0,Crime Documentary,7.8,7846
2339,movie,The Blue Elephant 2,2019.0,Crime Drama Horror,8.2,7843
2341,movie,Sigur Rós: Heima,2007.0,Documentary Music,8.5,7833
2343,movie,Baran,2001.0,Drama Romance,7.8,7812
2344,movie,The Music Never Stopped,2011.0,Drama Music,7.5,7804
2347,movie,The Dance of Reality,2013.0,Biography Drama Fantasy,7.5,7787
2348,movie,Goodachari,2018.0,Action Thriller,7.8,7784
2352,movie,To Be and to Have,2002.0,Documentary Family,7.8,7759
2353,movie,Lemmy,2010.0,Biography Documentary Music,7.8,7754
2359,movie,Jersey,2019.0,Drama Sport,8.5,7732
2360,movie,Tim's Vermeer,2013.0,Documentary History,7.9,7731
2362,movie,Happy People: A Year in the Taiga,2010.0,Documentary,7.7,7723
2365,movie,Pocket Hercules: Naim Süleymanoglu,2019.0,Biography Drama Sport,8.4,7705
2370,movie,Minding the Gap,2018.0,Documentary,8.1,7673
2376,movie,Secret,2007.0,Drama Fantasy Music,7.5,7644
2380,movie,The Union: The Business Behind Getting High,2007.0,Documentary,8.2,7613
2383,movie,The Music Man,2007.0,Drama Musical Romance,7.5,7609
2385,movie,Out in the Dark,2012.0,Crime Drama Romance,7.5,7581
2386,movie,Sachin - A Billion Dreams,2017.0,Documentary Sport,8.6,7576
2391,movie,The Art of Flight,2011.0,Adventure Documentary Sport,8.2,7566
2392,movie,Pearl Jam Twenty,2011.0,Documentary History Music,8.3,7566
2395,movie,Chaar Sahibzaade,2014.0,Animation History,7.9,7556
2398,movie,A Town Called Panic,2009.0,Adventure Animation Comedy,7.5,7551
2400,movie,Charlie,2015.0,Drama Musical Thriller,7.9,7545
2401,movie,The Whiskey Bandit,2017.0,Action Biography Crime,7.5,7544
2402,movie,Gonzo,2008.0,Biography Documentary Music,7.7,7543
2405,movie,Human,2015.0,Documentary,8.7,7528
2409,movie,The Banishment,2007.0,Drama Romance,7.6,7512
2414,movie,Samsara,2001.0,Adventure Drama Romance,7.8,7502
2417,movie,California Dreamin',2007.0,Comedy Drama War,7.8,7497
2419,movie,The Other Me,2016.0,Crime Drama Mystery,7.9,7494
2420,movie,Racing Extinction,2015.0,Adventure Documentary News,8.3,7492
2422,movie,Sonchiriya,2019.0,Action Crime Drama,7.9,7465
2426,movie,Active Measures,2018.0,Documentary,7.9,7440
2432,movie,Bliss,2007.0,Drama,7.5,7411
2440,movie,A Peck on the Cheek,2002.0,Action Drama War,8.4,7374
2446,movie,In My Father's Den,2004.0,Drama Mystery Thriller,7.5,7332
2449,movie,Visaaranai,2015.0,Crime Drama Thriller,8.5,7313
2452,movie,Rehnaa Hai Terre Dil Mein,2001.0,Musical Romance,7.5,7304
2456,movie,The Cuckoo,2002.0,Comedy Drama War,7.8,7269
2457,movie,Tower,2016.0,Animation Crime Documentary,8.0,7258
2463,movie,Innocent Voices,2004.0,Drama Thriller War,7.9,7237
2484,movie,Manorama: Six Feet Under,2007.0,Crime Drama Mystery,7.6,7130
2492,movie,Who Killed Captain Alex?,2010.0,Action Comedy Crime,8.2,7111
2499,movie,Welcome,2009.0,Drama,7.5,7091
2514,movie,Secret Sunshine,2007.0,Drama,7.5,6977
2516,movie,Listen to Me Marlon,2015.0,Biography Documentary,8.2,6970
2518,movie,Lucifer,2019.0,Action Crime Drama,7.5,6961
2524,movie,The Central Park Five,2012.0,Crime Documentary History,7.7,6926
2526,movie,The Sky Is Pink,2019.0,Drama Romance,7.5,6918
2536,movie,Vedam,2010.0,Action Drama,8.1,6857
2538,movie,Robin Williams: Come Inside My Mind,2018.0,Biography Comedy Documentary,8.0,6845
2540,movie,Pizza,2012.0,Horror Thriller,8.0,6839
2542,movie,Aravindha Sametha,2018.0,Action Drama,7.6,6830
2546,movie,Third Star,2010.0,Drama,7.5,6806
2549,movie,Ten,2002.0,Drama,7.5,6793
2552,movie,The Fear of 13,2015.0,Biography Crime Documentary,7.6,6778
2555,movie,Ek Hasina Thi,2004.0,Crime Drama Mystery,7.5,6763
2557,movie,Behind the Sun,2001.0,Drama,7.6,6751
2558,movie,Love on a Leash,2011.0,Comedy Drama Fantasy,9.1,6749
2563,movie,Being Elmo: A Puppeteer's Journey,2011.0,Documentary,7.6,6731
2564,movie,Undefeated,2011.0,Documentary Sport,7.7,6728
2565,movie,Ulidavaru Kandanthe,2014.0,Crime Drama Thriller,8.4,6716
2566,movie,12 and Holding,2005.0,Drama,7.5,6703
2577,movie,Aloko Udapadi,2017.0,Drama History,9.0,6642
2579,movie,Collapse,2009.0,Documentary,7.7,6639
2581,movie,Vettaiyaadu Vilaiyaadu,2006.0,Action Crime Thriller,7.9,6630
2583,movie,Ship of Theseus,2012.0,Drama,8.0,6625
2584,movie,See You in Montevideo,2014.0,Adventure Biography Comedy,8.2,6610
2585,movie,Maheshinte Prathikaaram,2016.0,Comedy Drama Thriller,8.3,6610
2586,movie,Welcome to Dongmakgol,2005.0,Comedy Drama War,7.7,6608
2587,movie,How to Make Money Selling Drugs,2012.0,Crime Documentary,7.6,6605
2588,movie,Dudes,2001.0,Comedy,7.9,6603
2589,movie,No Mercy,2010.0,Action Crime Thriller,7.5,6602
2590,movie,Red Army,2014.0,Biography Documentary History,7.6,6598
2591,movie,Inequality for All,2013.0,Documentary,8.0,6597
2593,movie,Cyborgs: Heroes Never Die,2017.0,Action Drama War,7.9,6595
2597,movie,Warriors of the Rainbow: Seediq Bale I,2011.0,Action Drama History,7.5,6583
2598,movie,The True Cost,2015.0,Documentary Drama News,7.7,6578
2602,movie,The Invisible War,2012.0,Crime Documentary,7.6,6568
2607,movie,Athlete A,2020.0,Crime Documentary Sport,7.7,6556
2609,movie,Just 6.5,2019.0,Action Crime Drama,7.9,6549
2612,movie,I Want to Eat Your Pancreas,2018.0,Animation Drama Family,7.9,6535
2613,movie,In Bloom,2013.0,Drama,7.6,6532
2614,movie,In the Shadow of the Moon,2007.0,Documentary History,8.0,6530
2622,movie,Graves End,2005.0,Mystery Thriller,8.8,6505
2625,movie,Bhavesh Joshi Superhero,2018.0,Action Drama,7.6,6481
2629,movie,The Brawler,2017.0,Action Drama Sport,8.0,6466
2633,movie,Undertow,2009.0,Drama Fantasy Romance,7.7,6434
2642,movie,Memories of Matsuko,2006.0,Comedy Drama Musical,7.8,6389
2647,movie,De Marathon,2012.0,Comedy Drama Sport,7.5,6377
2650,movie,Agent Sai Srinivasa Athreya,2019.0,Action Comedy Crime,8.4,6343
2652,movie,Little England,2013.0,Drama Romance,7.8,6320
2654,movie,Aferim!,2015.0,Adventure Comedy Drama,7.6,6313
2655,movie,McQueen,2018.0,Biography Documentary,7.8,6301
2656,movie,Steins Gate the Movie: Load Region of Déjà vu,2013.0,Animation Mystery Sci-Fi,7.8,6301
2659,movie,The Pervert's Guide to Cinema,2006.0,Documentary,7.8,6281
2661,movie,Atanarjuat: The Fast Runner,2001.0,Drama,7.5,6268
2665,movie,The Boy and the World,2013.0,Adventure Animation Family,7.6,6253
2667,movie,Avicii: True Stories,2017.0,Biography Documentary Music,7.6,6246
