,primaryTitle,startYear,genres,averageRating,numVotes
4096,She-Ra and the Princesses of Power,2018.0,Action Adventure Animation,7.8,9609
4117,Adventures of the Gummi Bears,1985.0,Animation Family Fantasy,7.5,9532
4119,Re: Zero  Starting Life in Another World,2016.0,Adventure Animation Drama,8.1,9519
4131,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993.0,Action Animation Sci-Fi,7.5,9487
4136,Paranoia Agent,2004.0,Animation Drama Horror,8.1,9479
4165,DreamWorks Dragons,2012.0,Action Adventure Animation,8.0,9351
4166,Cat City,1986.0,Adventure Animation Comedy,8.4,9349
4168,Dragon Ball Z: Fusion Reborn,1995.0,Action Animation Sci-Fi,7.7,9347
4178,Appleseed Ex Machina,2007.0,Action Adventure Animation,7.1,9325
4192,Ugly Americans,2010.0,Animation Comedy Horror,8.0,9245
4193,The Looney Tunes Show,2011.0,Adventure Animation Comedy,7.2,9229
4195,Home Movies,1999.0,Animation Comedy Drama,8.1,9223
4203,Haikyuu!!,2014.0,Animation Comedy Drama,8.7,9203
4230,Knights of the Zodiac,1986.0,Action Adventure Animation,8.5,9106
4239,Blood of Zeus,2020.0,Action Animation Fantasy,7.7,9053
4254,Anohana: The Flower We Saw That Day,2011.0,Adventure Animation Drama,8.2,9015
4255,JoJo's Bizarre Adventure,2012.0,Action Adventure Animation,8.4,9007
