,primaryTitle,startYear,genres,averageRating,numVotes
3770,Yu Yu Hakusho: Ghost Files,1992.0,"Action,Adventure,Animation",8.5,11285
3772,Saala Khadoos,2016.0,"Action,Drama,Sport",7.6,11267
3778,The Dukes of Hazzard,1979.0,"Action,Comedy",7.1,11235
3787,Don,1978.0,"Action,Crime,Thriller",7.8,11199
3796,War of the Arrows,2011.0,"Action,Adventure",7.2,11137
3803,A Hard Day,2014.0,"Action,Crime,Thriller",7.2,11076
3804,Srimanthudu,2015.0,"Action,Drama",7.5,11072
3814,The Last: Naruto the Movie,2014.0,"Action,Adventure,Animation",7.6,11024
3824,Suburra: Blood on Rome,2017.0,"Action,Crime",7.9,10957
3825,Six,2017.0,"Action,Drama,History",7.3,10952
3827,Soul Eater,2008.0,"Action,Adventure,Animation",7.8,10928
3831,Charley Varrick,1973.0,"Action,Crime,Drama",7.5,10898
3833,From the Earth to the Moon,1998.0,"Action,Drama,History",8.6,10894
3836,Darker Than Black,2007.0,"Action,Animation,Drama",7.8,10885
3847,Slave,1998.0,"Action,Crime,Drama",7.3,10808
3850,"Watch Out, We're Mad",1974.0,"Action,Comedy",7.5,10797
3862,Kaithi,2019.0,"Action,Thriller",8.5,10703
3863,Kill la Kill,2013.0,"Action,Animation,Comedy",7.9,10697
3864,Blue Exorcist,2011.0,"Action,Animation,Drama",7.5,10696
3868,Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,2010.0,"Action,Animation,Drama",7.2,10666
3871,The Warrior,2001.0,"Action,Drama,History",7.1,10652
3874,Detective Conan,1996.0,"Action,Adventure,Animation",8.4,10646
3875,The Bible,2013.0,"Action,Drama,War",7.5,10643
3884,My Way,2011.0,"Action,Drama,War",7.7,10601
3886,Aamir,2008.0,"Action,Crime,Drama",7.7,10591
3887,Paid in Full,2002.0,"Action,Crime,Drama",7.1,10582
3888,Snake in the Eagle's Shadow,1978.0,"Action,Comedy",7.4,10574
3893,Indian,1996.0,"Action,Drama,Thriller",8.1,10538
3895,Vada Chennai,2018.0,"Action,Crime,Drama",8.5,10512
3896,Violent Cop,1989.0,"Action,Crime,Drama",7.2,10511
3898,Star vs. the Forces of Evil,2015.0,"Action,Adventure,Animation",8.0,10502
3902,Berserk: The Golden Age Arc I - The Egg of the King,2012.0,"Action,Adventure,Animation",7.6,10474
3904,V,1984.0,"Action,Adventure,Sci-Fi",7.4,10467
3905,Tokyo Ghoul: Root A,2015.0,"Action,Animation,Drama",7.7,10464
3906,Noragami,2014.0,"Action,Adventure,Animation",7.9,10463
3908,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005.0,"Action,Adventure,Animation",7.4,10458
3916,Crime Busters,1977.0,"Action,Adventure,Comedy",7.2,10430
3919,The Passage,2019.0,"Action,Adventure,Drama",7.3,10417
3928,Condor,2018.0,"Action,Drama,Thriller",7.8,10383
3930,X-Men: Evolution,2000.0,"Action,Animation,Drama",7.9,10377
3938,Justice League Unlimited,2004.0,"Action,Adventure,Animation",8.7,10357
3940,Who Finds a Friend Finds a Treasure,1981.0,"Action,Adventure,Comedy",7.2,10339
3944,Gangster's Paradise: Jerusalema,2008.0,"Action,Crime,Drama",7.3,10306
3952,A Touch of Sin,2013.0,"Action,Drama",7.1,10286
3958,Baccano!,2007.0,"Action,Adventure,Animation",8.3,10257
3967,The Admiral: Roaring Currents,2014.0,"Action,Drama,History",7.1,10220
3971,Ultimate Spider-Man,2012.0,"Action,Adventure,Animation",7.1,10182
3986,The Spectacular Spider-Man,2008.0,"Action,Adventure,Animation",8.1,10123
3987,Copper,2012.0,"Action,Drama",7.5,10122
3994,Asuran,2019.0,"Action,Drama",8.5,10093
3999,Jigarthanda,2014.0,"Action,Crime,Drama",8.3,10064
4008,Deewaar,1975.0,"Action,Crime,Drama",8.1,10022
